Tradename,License Number,Street Address,UBI,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateIssued,DayPhone,ManuallyCleaned,Source,slug,scrape,wmsite,address,city,email,street,st,dispensaryname,med_rec,zipcode,Wmaps_ManuallyCleaned,Wmaps_Source
PLAN C FARMS LLC,416206,33081 STATE ROUTE 20,6035550000000000.0,,SEDRO WOOLLEY           ,WA,SKAGIT,98284-8044,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-09-16,4258904416,0,0,,,,,,,,,,,,,
PLANET GREEN,413100,17926 STATE ROUTE 536 STE B,6031830000000000.0,,MOUNT VERNON            ,WA,SKAGIT,98273-3269,MARIJUANA PRODUCER TIER 3,CLOSED (PERMANENT),2016-01-04,3609822290,0,0,,,,,,,,,,,,,
PLANT WERKZ USA,412382,20808 167TH AVE SE STE A,6040170000000000.0,,MONROE                  ,WA,SNOHOMISH,98272-8869,MARIJUANA PRODUCER TIER 3,ACTIVE (ISSUED),2017-04-12,0,0,0,,,,,,,,,,,,,
PLANT WERKZ USA,57194,4725A WILLIAMS VALLEY RD,6040170000000000.0,,CLAYTON                 ,WA,STEVENS,99110-9767,MARIJUANA PRODUCER TIER 3,PENDING (NOT ISSUED),2017-05-09,5098211369,0,0,,,,,,,,,,,,,
PLANTWORKS,417175,12710 AURORA AVE N,6040250000000000.0,,SEATTLE                 ,WA,KING,98133-7520,MARIJUANA PROCESSOR,PENDING (NOT ISSUED),2017-05-04,2068507765,0,0,,,,,,,,,,,,,
PLATEAU GROWERS,415927,440 GRUBB RD STE 4,6033580000000000.0,,WENATCHEE               ,WA,CHELAN,99880-0000,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-02-16,4254954084,0,0,,,,,,,,,,,,,
PLATINUM ENTERPRISES,414115,654 W HOMER ADAMS RD,6034380000000000.0,,ELMA                    ,WA,MASON,98541-9742,MARIJUANA PRODUCER TIER 2,ACTIVE (ISSUED),2016-09-16,3604268784,0,0,,,,,,,,,,,,,
PLATINUM LEAF SOCIETY,412744,2232 PORT OF TACOMA RD,6033510000000000.0,,TACOMA                  ,WA,PIERCE,98421-3607,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-12-14,8456161568,0,0,,,,,,,,,,,,,
PLAUSIBLE PRODUCTS,421577,8296 AVONDALE WAY NE STE B,6040000000000000.0,,REDMOND                 ,WA,KING,98052-3302,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-03-30,2066508928,0,0,hashtag-cannabis-redmond,215.0,https://weedmaps.com/dispensaries/hashtag-cannabis-redmond,"8296 Avondale way NE Suite B, Redmond, WA 98052",Redmond,MANAGER@SEATTLEHASHTAG.COM,8296 Avondale way NE Suite B,WA,HASHTAG CANNABIS REDMOND,recreational,98052,0.0,
PLAUSIBLE PRODUCTS,421577,8296 AVONDALE WAY NE STE B,6040000000000000.0,,REDMOND                 ,WA,KING,98052-3302,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-03-30,2066508928,0,0,hashtag-cannabis-redmond,227.0,https://weedmaps.com/dispensaries/hashtag-cannabis-redmond,"8296 Avondale way NE Suite B, Redmond, WA 98052",Redmond,MANAGER@SEATTLEHASHTAG.COM,8296 Avondale way NE Suite B,WA,HASHTAG CANNABIS REDMOND,recreational,98052,0.0,
PLAUSIBLE PRODUCTS,421577,8296 AVONDALE WAY NE STE B,6040000000000000.0,,REDMOND                 ,WA,KING,98052-3302,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-03-30,2066508928,0,0,hashtag-cannabis-redmond,242.0,https://weedmaps.com/dispensaries/hashtag-cannabis-redmond,"8296 Avondale way NE Suite B, Redmond, WA 98052",Redmond,MANAGER@SEATTLEHASHTAG.COM,8296 Avondale way NE Suite B,WA,HASHTAG CANNABIS REDMOND,recreational,98052,0.0,
PLAUSIBLE PRODUCTS,421577,8296 AVONDALE WAY NE STE B,6040000000000000.0,,REDMOND                 ,WA,KING,98052-3302,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-03-30,2066508928,0,0,hashtag-cannabis-redmond,245.0,https://weedmaps.com/dispensaries/hashtag-cannabis-redmond,"8296 Avondale way NE Suite B,Redmond,Washington 98052",Redmond,MANAGER@SEATTLEHASHTAG.COM,8296 Avondale way NE Suite B,WA,HASHTAG CANNABIS REDMOND,recreational,98052,0.0,
PLEASANT VALLEY,415784,1199 W CUNNINGHAM RD O,6033580000000000.0,STE O                    ,OTHELLO                 ,WA,ADAMS,99344-9004,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-03-31,2063900390,0,0,,,,,,,,,,,,,
PLENUS,415787,1209 HWY 281 SPUR,6033590000000000.0,UNIT E                   ,QUINCY                  ,WA,GRANT,98848-9510,MARIJUANA PROCESSOR,PENDING (ISSUED),2017-04-17,2068417244,0,0,,,,,,,,,,,,,
PLOWBACK PLUNDER,417062,422 PEARCE RD STE A,6033630000000000.0,,PORT ANGELES            ,WA,CLALLAM,98362-8682,MARIJUANA PRODUCER TIER 1,PENDING (NOT ISSUED),2014-01-04,3604575638,0,0,,,,,,,,,,,,,
PMR INDUSTRIES,422290,11016 BRIDGEPORT WAY SW,6040000000000000.0,,LAKEWOOD                ,WA,PIERCE,98499-3514,MARIJUANA RETAILER,PENDING (NOT ISSUED),,2536786934,0,0,,,,,,,,,,,,,
PMR INDUSTRIES,425851,RETAIL TITLE CERTIFICATE,6040000000000000.0,,LAKEWOOD                ,WA,PIERCE,98499-3514,MARIJUANA RETAILER,CLOSED (PERMANENT),2017-11-21,2536786934,0,0,,,,,,,,,,,,,
PNW GROUP,416931,9320 KIMMIE ST SW,6033590000000000.0,,OLYMPIA                 ,WA,THURSTON,98512-0000,MARIJUANA PRODUCER TIER 2,CLOSED (PERMANENT),2017-06-13,3604026078,0,0,,,,,,,,,,,,,
POND'S LAND MANAGEMENT SERVICES,413663,72 MYERS RD,6021070000000000.0,STE A                    ,STEVENSON               ,WA,SKAMANIA,98648-0000,MARIJUANA PROCESSOR,PENDING (NOT ISSUED),2013-12-14,5099017510,0,0,,,,,,,,,,,,,
PONDER,413809,2413 E UNION ST,6030000000000000.0,,SEATTLE                 ,WA,KING,98122-3045,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-03,2064202180,0,0,,,,,,,,,,,,,
POORMAN ENTERPRISES,415921,100 MAIN ST SUITE 7,6033580000000000.0,,MONITOR                 ,WA,CHELAN,98836-0000,MARIJUANA PRODUCER TIER 3,ACTIVE (ISSUED),2017-04-06,5098884172,0,0,,,,,,,,,,,,,
POPA'S FARMS,417409,1874 BATUM RD N  STE 300,6033600000000000.0,STE 300                  ,ODESSA                  ,WA,ADAMS,99159-0000,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-03-24,5095311437,0,0,,,,,,,,,,,,,
POT OF GOLD,414023,8820 152ND ST SE STE A,6040250000000000.0,,SNOHOMISH               ,WA,SNOHOMISH,98296-8713,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-07-19,3109935709,0,0,,,,,,,,,,,,,
POT SHOP,414980,1058 N 39TH ST,6030000000000000.0,,SEATTLE                 ,WA,KING,98103-7921,MARIJUANA RETAILER,CLOSED (PERMANENT),2016-04-28,2064026012,0,0,,,,,,,,,,,,,
POT SHOP,79013,1628 DEXTER AVE N,6030000000000000.0,STE A                    ,SEATTLE                 ,WA,KING,98109-3019,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-07-21,6145615684,0,0,pot-shop-seattle,184.0,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N, Seattle, WA 98109",Seattle,POTSHOPINFO@GMAIL.COM,1628 Dexter Ave N,WA,POT SHOP SEATTLE,recreational,98109,0.0,
POT SHOP,79013,1628 DEXTER AVE N,6030000000000000.0,STE A                    ,SEATTLE                 ,WA,KING,98109-3019,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-07-21,6145615684,0,0,pot-shop-seattle,215.0,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N, Seattle, WA 98109",Seattle,POTSHOPINFO@GMAIL.COM,1628 Dexter Ave N,WA,POT SHOP SEATTLE,recreational,98109,0.0,
POT SHOP,79013,1628 DEXTER AVE N,6030000000000000.0,STE A                    ,SEATTLE                 ,WA,KING,98109-3019,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-07-21,6145615684,0,0,pot-shop-seattle,227.0,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N, Seattle, WA 98109",Seattle,POTSHOPINFO@GMAIL.COM,1628 Dexter Ave N,WA,POT SHOP SEATTLE,recreational,98109,0.0,
POT SHOP,79013,1628 DEXTER AVE N,6030000000000000.0,STE A                    ,SEATTLE                 ,WA,KING,98109-3019,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-07-21,6145615684,0,0,pot-shop-seattle,242.0,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N, Seattle, WA 98109",Seattle,POTSHOPINFO@GMAIL.COM,1628 Dexter Ave N,WA,POT SHOP SEATTLE,recreational,98109,0.0,
POT SHOP,79013,1628 DEXTER AVE N,6030000000000000.0,STE A                    ,SEATTLE                 ,WA,KING,98109-3019,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-07-21,6145615684,0,0,pot-shop-seattle,245.0,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N,Seattle,Washington 98109",Seattle,POTSHOPINFO@GMAIL.COM,1628 Dexter Ave N,WA,POT SHOP SEATTLE,recreational,98109,0.0,
POT SHOP,79013,1628 DEXTER AVE N STE A,6030000000000000.0,,SEATTLE                 ,WA,KING,98109-3019,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-08-22,6145615684,0,0,pot-shop-seattle,184.0,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N, Seattle, WA 98109",Seattle,POTSHOPINFO@GMAIL.COM,1628 Dexter Ave N,WA,POT SHOP SEATTLE,recreational,98109,0.0,
POT SHOP,79013,1628 DEXTER AVE N STE A,6030000000000000.0,,SEATTLE                 ,WA,KING,98109-3019,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-08-22,6145615684,0,0,pot-shop-seattle,215.0,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N, Seattle, WA 98109",Seattle,POTSHOPINFO@GMAIL.COM,1628 Dexter Ave N,WA,POT SHOP SEATTLE,recreational,98109,0.0,
POT SHOP,79013,1628 DEXTER AVE N STE A,6030000000000000.0,,SEATTLE                 ,WA,KING,98109-3019,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-08-22,6145615684,0,0,pot-shop-seattle,227.0,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N, Seattle, WA 98109",Seattle,POTSHOPINFO@GMAIL.COM,1628 Dexter Ave N,WA,POT SHOP SEATTLE,recreational,98109,0.0,
POT SHOP,79013,1628 DEXTER AVE N STE A,6030000000000000.0,,SEATTLE                 ,WA,KING,98109-3019,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-08-22,6145615684,0,0,pot-shop-seattle,242.0,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N, Seattle, WA 98109",Seattle,POTSHOPINFO@GMAIL.COM,1628 Dexter Ave N,WA,POT SHOP SEATTLE,recreational,98109,0.0,
POT SHOP,79013,1628 DEXTER AVE N STE A,6030000000000000.0,,SEATTLE                 ,WA,KING,98109-3019,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-08-22,6145615684,0,0,pot-shop-seattle,245.0,https://weedmaps.com/dispensaries/pot-shop-seattle,"1628 Dexter Ave N,Seattle,Washington 98109",Seattle,POTSHOPINFO@GMAIL.COM,1628 Dexter Ave N,WA,POT SHOP SEATTLE,recreational,98109,0.0,
POT STOP,420819,4465 FREMONT AVE N,6030000000000000.0,,SEATTLE                 ,WA,KING,98103-7225,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-04,2064469291,0,0,seattle-medical-marijuana-association,127.0,http://weedmaps.com/dispensaries/seattle-medical-marijuana-association,"4465 Fremont Ave N., Seattle, WA 98103",Seattle,INFO@POT-STOP.COM,4465 Fremont Ave N.,WA,POT STOP,recreational,98103,0.0,
POT STOP,420819,4465 FREMONT AVE N,6030000000000000.0,,SEATTLE                 ,WA,KING,98103-7225,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-04,2064469291,0,0,seattle-medical-marijuana-association,154.0,https://weedmaps.com/dispensaries/seattle-medical-marijuana-association,"4465 Fremont Ave N., Seattle, WA 98103",Seattle,INFO@POT-STOP.COM,4465 Fremont Ave N.,WA,POT STOP,recreational,98103,0.0,
POT STOP,420819,4465 FREMONT AVE N,6030000000000000.0,,SEATTLE                 ,WA,KING,98103-7225,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-04,2064469291,0,0,seattle-medical-marijuana-association,184.0,https://weedmaps.com/dispensaries/seattle-medical-marijuana-association,"4465 Fremont Ave N., Seattle, WA 98103",Seattle,INFO@POT-STOP.COM,4465 Fremont Ave N.,WA,POT STOP,recreational,98103,0.0,
POT STOP,420819,4465 FREMONT AVE N,6030000000000000.0,,SEATTLE                 ,WA,KING,98103-7225,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-04,2064469291,0,0,seattle-medical-marijuana-association,215.0,https://weedmaps.com/dispensaries/seattle-medical-marijuana-association,"4465 Fremont Ave N., Seattle, WA 98103",Seattle,INFO@POT-STOP.COM,4465 Fremont Ave N.,WA,POT STOP,recreational,98103,0.0,
POT STOP,420819,4465 FREMONT AVE N,6030000000000000.0,,SEATTLE                 ,WA,KING,98103-7225,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-04,2064469291,0,0,seattle-medical-marijuana-association,227.0,https://weedmaps.com/dispensaries/seattle-medical-marijuana-association,"4465 Fremont Ave N., Seattle, WA 98103",Seattle,INFO@POT-STOP.COM,4465 Fremont Ave N.,WA,POT STOP,recreational,98103,0.0,
POT ZONE,415228,13724 CANYON RD E,6030000000000000.0,,PUYALLUP                ,WA,PIERCE,98373-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2016-11-23,2533127280,0,0,,,,,,,,,,,,,
POT ZONE,415229,1703 SE SEDGWICK RD,6030000000000000.0,STE 113                  ,PORT ORCHARD            ,WA,KITSAP,98366-9599,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-25,2533127280,0,0,pot-zone,154.0,https://weedmaps.com/dispensaries/pot-zone,"1703 SE Sedgwick Rd #113, Port Orchard, WA 98366",Port Orchard,THEPOTZONE@GMAIL.COM,1703 SE Sedgwick Rd #113,WA,POT ZONE,recreational,98366,0.0,
POT ZONE,415229,1703 SE SEDGWICK RD,6030000000000000.0,STE 113                  ,PORT ORCHARD            ,WA,KITSAP,98366-9599,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-25,2533127280,0,0,pot-zone,184.0,https://weedmaps.com/dispensaries/pot-zone,"1703 SE Sedgwick Rd #113, Port Orchard, WA 98366",Port Orchard,THEPOTZONE@GMAIL.COM,1703 SE Sedgwick Rd #113,WA,POT ZONE,recreational,98366,0.0,
POT ZONE,415229,1703 SE SEDGWICK RD,6030000000000000.0,STE 113                  ,PORT ORCHARD            ,WA,KITSAP,98366-9599,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-25,2533127280,0,0,pot-zone,215.0,https://weedmaps.com/dispensaries/pot-zone,"1703 SE Sedgwick Rd #113, Port Orchard, WA 98366",Port Orchard,THEPOTZONE@GMAIL.COM,1703 SE Sedgwick Rd #113,WA,POT ZONE,recreational,98366,0.0,
POT ZONE,415229,1703 SE SEDGWICK RD,6030000000000000.0,STE 113                  ,PORT ORCHARD            ,WA,KITSAP,98366-9599,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-25,2533127280,0,0,pot-zone,227.0,https://weedmaps.com/dispensaries/pot-zone,"1703 SE Sedgwick Rd #113, Port Orchard, WA 98366",Port Orchard,THEPOTZONE@GMAIL.COM,1703 SE Sedgwick Rd #113,WA,POT ZONE,recreational,98366,0.0,
POT ZONE,415229,1703 SE SEDGWICK RD,6030000000000000.0,STE 113                  ,PORT ORCHARD            ,WA,KITSAP,98366-9599,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-25,2533127280,0,0,pot-zone,242.0,https://weedmaps.com/dispensaries/pot-zone,"1703 SE Sedgwick Rd #113, Port Orchard, WA 98366",Port Orchard,THEPOTZONE@GMAIL.COM,1703 SE Sedgwick Rd #113,WA,POT ZONE,recreational,98366,0.0,
POT ZONE,415229,1703 SE SEDGWICK RD,6030000000000000.0,STE 113                  ,PORT ORCHARD            ,WA,KITSAP,98366-9599,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-25,2533127280,0,0,pot-zone,245.0,https://weedmaps.com/dispensaries/pot-zone,"1703 SE Sedgwick Rd #113,Port Orchard,Washington 98366",Port Orchard,THEPOTZONE@GMAIL.COM,1703 SE Sedgwick Rd #113,WA,POT ZONE,recreational,98366,0.0,
POT ZONE,425686,816 72ND ST E,6030000000000000.0,,TACOMA                  ,WA,PIERCE,98366-0926,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-25,2533127286,0,0,,,,,,,,,,,,,
POT ZONE OF VANCOUVER,361259,7701 NE HWY 99 STE B,6040000000000000.0,,VANCOUVER               ,WA,CLARK,98665-0000,MARIJUANA RETAILER,PENDING (NOT ISSUED),,5099795989,0,0,,,,,,,,,,,,,
POTE,412277,21828 87TH AVE SE,6033460000000000.0,SUITE C-2                ,WOODINVILLE             ,WA,SNOHOMISH,98072-8054,MARIJUANA PROCESSOR,PENDING (NOT ISSUED),2013-11-20,2069131127,0,0,,,,,,,,,,,,,
POTLUCK,416108,1106 CANNON WAY   STE C,6034580000000000.0,STE C                    ,COLVILLE                ,WA,STEVENS,99114-0000,MARIJUANA PRODUCER TIER 1,ACTIVE (ISSUED),2017-07-21,4254442925,0,0,,,,,,,,,,,,,
POTT ROAD MANUFACTURING,413032,1911 W DOLARWAY RD STE C,6019680000000000.0,,ELLENSBURG              ,WA,KITTITAS,98926-8339,MARIJUANA PRODUCER TIER 1,ACTIVE (ISSUED),2017-07-17,8662634462,0,0,,,,,,,,,,,,,
POTZZARIA,412374,3049 BAKIE RD,6033970000000000.0,,VALLEY                  ,WA,STEVENS,99181-0000,MARIJUANA PROCESSOR,PENDING (ISSUED),2017-01-04,5098084855,0,0,,,,,,,,,,,,,
POULSBO HAZE,413255,26011 OHIO AVE NE,6030000000000000.0,,KINGSTON                ,WA,KITSAP,98346-0000,MARIJUANA RETAILER,PENDING (NOT ISSUED),2013-11-20,3605983672,0,0,,,,,,,,,,,,,
PRAXIS HOLDINGS,412779,139 GREEN ACRES RD UNIT 3,6031110000000000.0,,RIVERSIDE               ,WA,OKANOGAN,98849-0000,MARIJUANA PRODUCER TIER 3,ACTIVE (ISSUED),2017-06-02,5033074753,0,0,,,,,,,,,,,,,
PRC,414574,18729 FIR ISLAND RD STE C,6030000000000000.0,,MOUNT VERNON            ,WA,SKAGIT,98273-8159,MARIJUANA RETAILER,PENDING (ISSUED),2019-05-18,3604456221,0,0,221-inc-222,184.0,https://weedmaps.com/dispensaries/221-inc-222,"18729 Fir Island Rd Suite C, Mount Vernon, Wa 98273",Mount Vernon,INFO@221INC.COM,18729 Fir Island Rd Suite C,WA,221 INC,recreational,98273,0.0,
PRC,414574,18729 FIR ISLAND RD STE C,6030000000000000.0,,MOUNT VERNON            ,WA,SKAGIT,98273-8159,MARIJUANA RETAILER,PENDING (ISSUED),2019-05-18,3604456221,0,0,221-inc-222,215.0,https://weedmaps.com/dispensaries/221-inc-222,"18729 Fir Island Rd Suite C, Mount Vernon, Wa 98273",Mount Vernon,INFO@221INC.COM,18729 Fir Island Rd Suite C,WA,PRC 221 INC,recreational,98273,0.0,
PRC,414574,18729 FIR ISLAND RD STE C,6030000000000000.0,,MOUNT VERNON            ,WA,SKAGIT,98273-8159,MARIJUANA RETAILER,PENDING (ISSUED),2019-05-18,3604456221,0,0,221-inc-222,227.0,https://weedmaps.com/dispensaries/221-inc-222,"18729 Fir Island Rd Suite C, Mount Vernon, Wa 98273",Mount Vernon,INFO@221INC.COM,18729 Fir Island Rd Suite C,WA,PRC 221 INC,recreational,98273,0.0,
PRC,414574,18729 FIR ISLAND RD STE C,6030000000000000.0,,MOUNT VERNON            ,WA,SKAGIT,98273-8159,MARIJUANA RETAILER,PENDING (ISSUED),2019-05-18,3604456221,0,0,221-inc-222,242.0,https://weedmaps.com/dispensaries/221-inc-222,"18729 Fir Island Rd Suite C, Mount Vernon, Wa 98273",Mount Vernon,INFO@221INC.COM,18729 Fir Island Rd Suite C,WA,PRC 221 INC,recreational,98273,0.0,
PRC,414574,18729 FIR ISLAND RD STE C,6030000000000000.0,,MOUNT VERNON            ,WA,SKAGIT,98273-8159,MARIJUANA RETAILER,PENDING (ISSUED),2019-05-18,3604456221,0,0,221-inc-222,245.0,https://weedmaps.com/dispensaries/221-inc-222,"18729 Fir Island Rd Suite C,Mount Vernon,Washington 98273",Mount Vernon,INFO@221INC.COM,18729 Fir Island Rd Suite C,WA,PRC 221 INC,recreational,98273,0.0,
PRC,415198,23221 EDMONDS WAY STE A,6050000000000000.0,STE A                    ,EDMONDS                 ,WA,SNOHOMISH,98026-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-14,4253432272,0,0,local-roots-marijuana-edmonds,154.0,https://weedmaps.com/dispensaries/local-roots-marijuana-edmonds,"23221 Edmonds Way Ste A, Edmonds, WA 98026",Edmonds,INFO@LOCALROOTSMARIJUANA.COM,23221 Edmonds Way Ste A,WA,LOCAL ROOTS EDMONDS,recreational,98026,1.0,Manual Validation
PRC,415198,23221 EDMONDS WAY STE A,6050000000000000.0,STE A                    ,EDMONDS                 ,WA,SNOHOMISH,98026-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-14,4253432272,0,0,local-roots-marijuana-edmonds,184.0,https://weedmaps.com/dispensaries/local-roots-marijuana-edmonds,"23221 Edmonds Way Ste A, Edmonds, WA 98026",Edmonds,INFO@LOCALROOTSMARIJUANA.COM,23221 Edmonds Way Ste A,WA,LOCAL ROOTS EDMONDS,recreational,98026,1.0,Manual Validation
PRC,415198,23221 EDMONDS WAY STE A,6050000000000000.0,STE A                    ,EDMONDS                 ,WA,SNOHOMISH,98026-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-14,4253432272,0,0,local-roots-marijuana-edmonds,215.0,https://weedmaps.com/dispensaries/local-roots-marijuana-edmonds,"23221 Edmonds Way Ste A, Edmonds, WA 98026",Edmonds,INFO@LOCALROOTSMARIJUANA.COM,23221 Edmonds Way Ste A,WA,LOCAL ROOTS EDMONDS,recreational,98026,1.0,Manual Validation
PRC,415198,23221 EDMONDS WAY STE A,6050000000000000.0,STE A                    ,EDMONDS                 ,WA,SNOHOMISH,98026-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-14,4253432272,0,0,local-roots-marijuana-edmonds,227.0,https://weedmaps.com/dispensaries/local-roots-marijuana-edmonds,"23221 Edmonds Way Ste A, Edmonds, WA 98026",Edmonds,INFO@LOCALROOTSMARIJUANA.COM,23221 Edmonds Way Ste A,WA,LOCAL ROOTS EDMONDS,recreational,98026,1.0,Manual Validation
PRC,415198,23221 EDMONDS WAY STE A,6050000000000000.0,STE A                    ,EDMONDS                 ,WA,SNOHOMISH,98026-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-14,4253432272,0,0,local-roots-marijuana-edmonds,242.0,https://weedmaps.com/dispensaries/local-roots-marijuana-edmonds,"23221 Edmonds Way Ste A, Edmonds, WA 98026",Edmonds,INFO@LOCALROOTSMARIJUANA.COM,23221 Edmonds Way Ste A,WA,LOCAL ROOTS EDMONDS,recreational,98026,1.0,Manual Validation
PRC,415198,23221 EDMONDS WAY STE A,6050000000000000.0,STE A                    ,EDMONDS                 ,WA,SNOHOMISH,98026-0000,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-14,4253432272,0,0,local-roots-marijuana-edmonds,245.0,https://weedmaps.com/dispensaries/local-roots-marijuana-edmonds,"23221 Edmonds Way Ste A, Edmonds, WA 98026",Edmonds,INFO@LOCALROOTSMARIJUANA.COM,23221 Edmonds Way Ste A,WA,LOCAL ROOTS EDMONDS,recreational,98026,1.0,Manual Validation
PRC,421084,5200 172ND ST NE F-101,6030000000000000.0,,ARLINGTON               ,WA,SNOHOMISH,98223-4703,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-12,4253432272,0,0,221-inc,154.0,https://weedmaps.com/dispensaries/221-inc,"5200 172nd Street NE Bdg F Ste 101, Arlington, WA 98223",Arlington,INFO@172NDSTREET.COM,5200 172nd Street NE Bdg F Ste 101,WA,172ND STREET CANNABIS,recreational,98223,0.0,
PRC,421084,5200 172ND ST NE F-101,6030000000000000.0,,ARLINGTON               ,WA,SNOHOMISH,98223-4703,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-12,4253432272,0,0,221-inc,184.0,https://weedmaps.com/dispensaries/221-inc,"5200 172nd Street NE Bdg F Ste 101, Arlington, WA 98223",Arlington,INFO@172NDSTREETCANNABIS.COM,5200 172nd Street NE Bdg F Ste 101,WA,172ND STREET CANNABIS,recreational,98223,0.0,
PRC,421084,5200 172ND ST NE F-101,6030000000000000.0,,ARLINGTON               ,WA,SNOHOMISH,98223-4703,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-12,4253432272,0,0,221-inc,215.0,https://weedmaps.com/dispensaries/221-inc,"5200 172nd Street NE Bdg F Ste 101, Arlington, WA 98223",Arlington,INFO@172NDSTREETCANNABIS.COM,5200 172nd Street NE Bdg F Ste 101,WA,PRC 172ND STREET,recreational,98223,0.0,
PRC,421084,5200 172ND ST NE F-101,6030000000000000.0,,ARLINGTON               ,WA,SNOHOMISH,98223-4703,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-12,4253432272,0,0,221-inc,227.0,https://weedmaps.com/dispensaries/221-inc,"5200 172nd Street NE Bdg F Ste 101, Arlington, WA 98223",Arlington,INFO@172NDSTREETCANNABIS.COM,5200 172nd Street NE Bdg F Ste 101,WA,PRC 172ND STREET,recreational,98223,0.0,
PRC,421084,5200 172ND ST NE F-101,6030000000000000.0,,ARLINGTON               ,WA,SNOHOMISH,98223-4703,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-12,4253432272,0,0,221-inc,242.0,https://weedmaps.com/dispensaries/221-inc,"5200 172nd Street NE Bdg F Ste 101, Arlington, WA 98223",Arlington,INFO@172NDSTREETCANNABIS.COM,5200 172nd Street NE Bdg F Ste 101,WA,PRC 172ND STREET,recreational,98223,0.0,
PRC,421084,5200 172ND ST NE F-101,6030000000000000.0,,ARLINGTON               ,WA,SNOHOMISH,98223-4703,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-05-12,4253432272,0,0,221-inc,245.0,https://weedmaps.com/dispensaries/221-inc,"5200 172nd Street NE Bdg F Ste 101,Arlington,Washington 98223",Arlington,INFO@172NDSTREETCANNABIS.COM,5200 172nd Street NE Bdg F Ste 101,WA,PRC 172ND STREET,recreational,98223,0.0,
PRECISION ENTERPRISES,412429,16810 415TH AVE SE STE A3,6021300000000000.0,STE A3                   ,GOLD BAR                ,WA,SNOHOMISH,98251-0000,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-07-08,4253155439,0,0,gold-bar-marijuana,154.0,https://weedmaps.com/dispensaries/gold-bar-marijuana,"16810 415 Ave SE Unit A2, Gold Bar, WA 98251",Gold Bar,RUSSIANWORM@GMAIL.COM,16810 415 Ave SE Unit A2,WA,GOLD BAR MARIJUANA,recreational,98251,0.0,
