License Number,Visit Date,Penalty Type,Case #,WAC Code,Violation Type,City Name,County Name
423390,09/12/2018 12:00:00 AM,Written Warning,1Q8255G,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,PIERCE
415410,09/12/2018 12:00:00 AM,Written Warning,1O8255C,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,BUCKLEY,PIERCE
412312,08/09/2018 12:00:00 AM,Written Warning,7G8221A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),GOLD BAR,SNOHOMISH
412445,09/05/2018 12:00:00 AM,Written Warning,7S8248A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
413886,09/06/2018 12:00:00 AM,AVN,3A8249A,69.50.401,(MJ) Sale or service to minor,BELLINGHAM,WHATCOM
412312,08/09/2018 12:00:00 AM,Written Warning,7G8221A,314.55.082,(MJ) Failure to maintain required insurance.,GOLD BAR,SNOHOMISH
415303,09/20/2018 12:00:00 AM,AVN,4E8263B,69.50.401,(MJ) Sale or service to minor,YAKIMA,YAKIMA
415124,10/21/2018 12:00:00 AM,AVN,1D8294A,69.50.401,(MJ) Sale or service to minor,SOUTH BEND,PACIFIC
416721,10/08/2018 12:00:00 AM,AVN,7Q8281A,314.55.087(1)(f),"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORP. AREAS,GRANT
412279,10/23/2018 12:00:00 AM,Written Warning,7M8296A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,SPOKANE VALLEY,SPOKANE
412408,09/10/2018 12:00:00 AM,AVN,7B8253A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,SEATTLE,KING
414884,10/26/2018 12:00:00 AM,AVN,2D8299A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
412625,10/02/2018 12:00:00 AM,Written Warning,7M8275A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
417379,11/06/2018 12:00:00 AM,AVN,7O8310A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,BENTON
416425,10/15/2018 12:00:00 AM,Written Warning,7F8288A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,SKAGIT
413812,11/13/2018 12:00:00 AM,AVN,1O8317A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,FIFE,PIERCE
412855,09/18/2018 12:00:00 AM,AVN,7B8261A,314.55.185,(MJ) Refusal to allow an inspection and/or obstructing a law enforcement officer from performing their official duties.,UNINCORPORATED AREAS,KING
423571,10/17/2018 12:00:00 AM,AVN,1G8290A,314.55.096,(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,THURSTON
412607,10/11/2018 12:00:00 AM,AVN,7G8284A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SULTAN,SNOHOMISH
405661,10/03/2018 12:00:00 AM,AVN,7D8276A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),LONGVIEW,COWLITZ
412994,10/20/2018 12:00:00 AM,AVN,7R8293A,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORPORATED AREAS,GRAYS HARBOR
425401,11/13/2018 12:00:00 AM,AVN,7F8317A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),ARLINGTON,SNOHOMISH
414232,11/28/2018 12:00:00 AM,AVN,2C8332B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,KING
422978,10/23/2018 12:00:00 AM,Written Warning,3C8296A,314.55.092,(MJ) Failure to submit monthly tax reports and/or payments.,MOUNT VERNON,SKAGIT
415361,11/06/2018 12:00:00 AM,AVN,3E8310G,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORP. AREAS,KLICKITAT
421642,11/06/2018 12:00:00 AM,AVN,3E8310I,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
422928,10/29/2018 12:00:00 AM,AVN,7G8302A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
410831,11/06/2018 12:00:00 AM,AVN,3E8310J,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,MAPLE VALLEY,KING
422781,11/06/2018 12:00:00 AM,AVN,3E8310D,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,MOUNT VERNON,SKAGIT
421953,11/15/2018 12:00:00 AM,AVN,2S8319A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,MAPLE VALLEY,KING
413288,11/26/2018 12:00:00 AM,Written Warning,7M8330A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
412372,11/09/2018 12:00:00 AM,AVN,7H8313A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORP. AREAS,OKANOGAN
414292,11/06/2018 12:00:00 AM,AVN,3E8310F,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,GOLDENDALE,KLICKITAT
425086,10/30/2018 12:00:00 AM,Written Warning,7Q8303A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,ADAMS
420934,11/19/2018 12:00:00 AM,AVN,4I8323A,69.50.401,(MJ) Sale or service to minor,WENATCHEE,CHELAN
412923,09/12/2018 12:00:00 AM,Written Warning,1O8255H,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,PIERCE
422928,10/29/2018 12:00:00 AM,Written Warning,7G8302A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SNOHOMISH
413901,11/06/2018 12:00:00 AM,AVN,3E8310A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,ISLAND
422792,11/06/2018 12:00:00 AM,AVN,3E8310K,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,KELSO,COWLITZ
412408,09/10/2018 12:00:00 AM,AVN,7B8253A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
416693,10/12/2018 12:00:00 AM,AVN,7P8285A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,DOUGLAS
405661,10/01/2018 12:00:00 AM,AVN,7E8274A,314.55.035,(MJ) True party of interest violation.,LONGVIEW,COWLITZ
405661,10/01/2018 12:00:00 AM,AVN,7E8274A,314.55.050,(MJ) Failure to furnish required documents.,LONGVIEW,COWLITZ
426973,11/15/2018 12:00:00 AM,Written Warning,7D8319A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,THURSTON
427121,10/31/2018 12:00:00 AM,Written Warning,4L8304D,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SPOKANE (CITY),SPOKANE
413369,10/31/2018 12:00:00 AM,AVN,4N8304A,314.55.079,(MJ) Sale or service to minor,SPOKANE VALLEY,SPOKANE
416673,11/05/2018 12:00:00 AM,Written Warning,7F8309A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SNOHOMISH
425401,11/13/2018 12:00:00 AM,AVN,7F8317A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,ARLINGTON,SNOHOMISH
423571,10/17/2018 12:00:00 AM,AVN,1G8290A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,THURSTON
414174,10/09/2018 12:00:00 AM,Written Warning,2J8282A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
416721,10/08/2018 12:00:00 AM,AVN,7Q8281A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,GRANT
405661,10/03/2018 12:00:00 AM,AVN,7D8276A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),LONGVIEW,COWLITZ
414039,08/15/2018 12:00:00 AM,AVN,7I8184A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORP. AREAS,WHATCOM
423571,10/17/2018 12:00:00 AM,AVN,1G8290A,314.55.110,(MJ) Conduct violations: Criminal conduct: Permitting or engaging in criminal conduct.,UNINCORPORATED AREAS,THURSTON
425273,11/20/2018 12:00:00 AM,AVN,8C8324A,314.55.050,(MJ) Misrepresentation of fact.,WALLA WALLA (CITY),WALLA WALLA
416721,10/08/2018 12:00:00 AM,AVN,7Q8281A,314.55.099,(MJ) Failure to maintain standardized scale requirements (producer).,UNINCORP. AREAS,GRANT
419395,11/19/2018 12:00:00 AM,Written Warning,7D8323A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,THURSTON
416698,11/15/2018 12:00:00 AM,Written Warning,7K8319A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,SEATTLE,KING
421695,11/01/2018 12:00:00 AM,AVN,2N8305A,69.50.357,(MJ) Licensee and/or employee open and/or consuming marijuana on a  licensed premises.,UNINCORPORATED AREAS,KING
412607,10/11/2018 12:00:00 AM,AVN,7G8284A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,SULTAN,SNOHOMISH
412994,11/06/2018 12:00:00 AM,AVN,7R8310A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,GRAYS HARBOR
412392,11/20/2018 12:00:00 AM,AVN,7F8324A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),ANACORTES,SKAGIT
412607,10/11/2018 12:00:00 AM,Written Warning,7G8284A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SULTAN,SNOHOMISH
412316,11/20/2018 12:00:00 AM,AVN,7G8324A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
413220,11/26/2018 12:00:00 AM,AVN,7D8331A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,THURSTON
427458,11/06/2018 12:00:00 AM,AVN,3E8310C,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,VANCOUVER,CLARK
415504,11/06/2018 12:00:00 AM,AVN,3E8310B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
413029,10/15/2018 12:00:00 AM,Written Warning,7M8288A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE VALLEY,SPOKANE
416807,09/20/2018 12:00:00 AM,AVN,7R8263B,314.55.110,(MJ) Conduct violations: Criminal conduct: Permitting or engaging in criminal conduct.,UNINCORP. AREAS,CLALLAM
425507,11/28/2018 12:00:00 AM,AVN,2C8332A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,REDMOND,KING
414116,10/11/2018 12:00:00 AM,AVN,7R8284A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,CLALLAM
420908,11/01/2018 12:00:00 AM,Written Warning,3A8305A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORP. AREAS,WHATCOM
417646,10/31/2018 12:00:00 AM,AVN,4L8304B,314.55.079,(MJ) Sale or service to minor,SPOKANE (CITY),SPOKANE
416630,11/13/2018 12:00:00 AM,Written Warning,7Q8317A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,ADAMS
412994,10/20/2018 12:00:00 AM,AVN,7R8293A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,GRAYS HARBOR
416721,10/08/2018 12:00:00 AM,AVN,7Q8281A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
416502,02/28/2018 12:00:00 AM,Written Warning,7E8059A,314.55.083(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),LONGVIEW,COWLITZ
412855,09/18/2018 12:00:00 AM,AVN,7B8261A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,KING
416857,10/31/2018 12:00:00 AM,Written Warning,7Q8304A,314.55.086,(MJ) Signs: Failure to post required signs.,UNINCORP. AREAS,GRANT
422978,11/06/2018 12:00:00 AM,Written Warning,3C8310B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,MOUNT VERNON,SKAGIT
413813,11/13/2018 12:00:00 AM,AVN,1Q8317B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,PIERCE
415921,07/19/2018 12:00:00 AM,AVN,7P8200A,314.55.104,(MJ) Marijuana processor extraction requirements.,UNINCORPORATED AREAS,CHELAN
413258,11/13/2018 12:00:00 AM,AVN,1Q8317A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,PIERCE
412855,09/18/2018 12:00:00 AM,AVN,7B8261A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,KING
412392,11/20/2018 12:00:00 AM,Written Warning,7F8324A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,ANACORTES,SKAGIT
412372,10/26/2018 12:00:00 AM,Written Warning,7H8299B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,OKANOGAN
423993,11/01/2018 12:00:00 AM,Written Warning,3C8305A,69.50.357,(MJ) Retail outlet selling unauthorized products.,UNINCORPORATED AREAS,ISLAND
425401,11/13/2018 12:00:00 AM,AVN,7F8317A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),ARLINGTON,SNOHOMISH
421103,11/28/2018 12:00:00 AM,AVN,7M8332B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
422817,11/06/2018 12:00:00 AM,Written Warning,3A8310A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,BLAINE,WHATCOM
412994,10/20/2018 12:00:00 AM,AVN,7R8293A,314.55.110,(MJ) Conduct violations: Criminal conduct: Permitting or engaging in criminal conduct.,UNINCORPORATED AREAS,GRAYS HARBOR
414116,10/11/2018 12:00:00 AM,AVN,7R8284A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,CLALLAM
412372,10/26/2018 12:00:00 AM,Written Warning,7H8299B,314.55.086,(MJ) Signs: Failure to post required signs.,UNINCORP. AREAS,OKANOGAN
417229,11/09/2018 12:00:00 AM,Written Warning,7N8313A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORP. AREAS,GRANT
421667,11/13/2018 12:00:00 AM,AVN,3H8317B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
427121,10/16/2018 12:00:00 AM,Written Warning,4L8289A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SPOKANE (CITY),SPOKANE
415124,10/21/2018 12:00:00 AM,AVN,1D8294A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SOUTH BEND,PACIFIC
426980,11/27/2018 12:00:00 AM,AVN,7N8331A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),ROYAL CITY,GRANT
413220,11/26/2018 12:00:00 AM,Written Warning,7D8331A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,THURSTON
423571,10/17/2018 12:00:00 AM,AVN,1G8290A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,THURSTON
412679,10/25/2018 12:00:00 AM,AVN,7M8298B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE VALLEY,SPOKANE
422138,11/06/2018 12:00:00 AM,AVN,3E8310H,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORP. AREAS,WHITMAN
412316,11/20/2018 12:00:00 AM,Written Warning,7G8324A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,SNOHOMISH
416425,10/15/2018 12:00:00 AM,Written Warning,7F8288A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,SKAGIT
413692,11/26/2018 12:00:00 AM,AVN,2F8330A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,SEATTLE,KING
416673,11/05/2018 12:00:00 AM,Written Warning,7F8309A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
412607,10/11/2018 12:00:00 AM,Written Warning,7G8284A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),SULTAN,SNOHOMISH
412079,10/18/2018 12:00:00 AM,AVN,7E8291A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),VANCOUVER,CLARK
416606,11/08/2018 12:00:00 AM,AVN,7S8312A,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORP. AREAS,LINCOLN
416721,10/08/2018 12:00:00 AM,AVN,7Q8281A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORP. AREAS,GRANT
412286,10/10/2018 12:00:00 AM,AVN,7P8283A,314.55.110,(MJ) Licensee and/or employee open and/or consuming marijuana on a  licensed premises.,UNINCORPORATED AREAS,CHELAN
413088,08/03/2018 12:00:00 AM,AVN,7D8215B,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",TACOMA,PIERCE
425099,11/06/2018 12:00:00 AM,AVN,7N8310A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,GRANT
422049,10/08/2018 12:00:00 AM,Written Warning,3C8281A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",SEDRO WOOLLEY,SKAGIT
079912,09/20/2018 12:00:00 AM,AVN,7R8263A,314.55.110,(MJ) Conduct violations: Criminal conduct: Permitting or engaging in criminal conduct.,UNINCORP. AREAS,CLALLAM
425401,11/13/2018 12:00:00 AM,Written Warning,7F8317A,314.55.083(2),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),ARLINGTON,SNOHOMISH
425099,11/06/2018 12:00:00 AM,AVN,7N8310A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,GRANT
416721,10/08/2018 12:00:00 AM,AVN,7Q8281A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,GRANT
415980,09/25/2018 12:00:00 AM,AVN,7I8268A,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORP. AREAS,WHATCOM
416807,10/11/2018 12:00:00 AM,AVN,7R8284C,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,CLALLAM
416721,10/08/2018 12:00:00 AM,AVN,7Q8281A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORP. AREAS,GRANT
412112,11/08/2018 12:00:00 AM,AVN,7J8312A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),BELLEVUE,KING
419395,11/19/2018 12:00:00 AM,AVN,7D8323A,314.55.104,(MJ) Marijuana processor extraction requirements.,UNINCORPORATED AREAS,THURSTON
419395,11/19/2018 12:00:00 AM,AVN,7D8323A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,THURSTON
416857,10/31/2018 12:00:00 AM,Written Warning,7Q8304A,314.55.082,(MJ) Failure to maintain required insurance.,UNINCORP. AREAS,GRANT
414395,11/06/2018 12:00:00 AM,Written Warning,7M8310A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
416425,10/15/2018 12:00:00 AM,AVN,7F8288A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SKAGIT
415665,10/26/2018 12:00:00 AM,AVN,7H8299A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,OKANOGAN
416606,11/09/2018 12:00:00 AM,Written Warning,7S8313A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,LINCOLN
426888,10/18/2018 12:00:00 AM,AVN,4I8291A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,OMAK,OKANOGAN
414065,11/26/2018 12:00:00 AM,Written Warning,4I8330A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",WENATCHEE,CHELAN
426849,11/06/2018 12:00:00 AM,Written Warning,3C8310A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SKAGIT
412246,09/20/2018 12:00:00 AM,AVN,7B8263A,314.55.101,(MJ) Adulterate usable marijuana with organic or nonorganic chemical or other compound.,SEATTLE,KING
412372,10/26/2018 12:00:00 AM,AVN,7H8299B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
412246,09/20/2018 12:00:00 AM,AVN,7B8263A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
422139,10/30/2018 12:00:00 AM,Written Warning,3A8303A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,BELLINGHAM,WHATCOM
413550,11/26/2018 12:00:00 AM,AVN,1L8335A,314.55.050,(MJ) Misrepresentation of fact.,VANCOUVER,CLARK
412372,10/26/2018 12:00:00 AM,AVN,7H8299B,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORP. AREAS,OKANOGAN
416857,10/31/2018 12:00:00 AM,AVN,7Q8304A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,GRANT
426973,11/15/2018 12:00:00 AM,Written Warning,7D8319A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,THURSTON
405661,10/01/2018 12:00:00 AM,AVN,7E8274A,314.55.050,(MJ) Misrepresentation of fact.,LONGVIEW,COWLITZ
416721,10/08/2018 12:00:00 AM,AVN,7Q8281A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORP. AREAS,GRANT
412372,11/09/2018 12:00:00 AM,AVN,7H8313A,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORP. AREAS,OKANOGAN
416857,10/31/2018 12:00:00 AM,Written Warning,7Q8304A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
412279,10/23/2018 12:00:00 AM,Written Warning,7M8296A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE VALLEY,SPOKANE
424484,11/07/2018 12:00:00 AM,Written Warning,7F8311A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),LYMAN,SKAGIT
422777,11/06/2018 12:00:00 AM,Written Warning,3C8310C,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,ISLAND
412079,10/18/2018 12:00:00 AM,AVN,7E8291A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,VANCOUVER,CLARK
416630,11/13/2018 12:00:00 AM,AVN,7Q8317A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,ADAMS
412855,09/18/2018 12:00:00 AM,AVN,7B8261A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORPORATED AREAS,KING
413288,11/26/2018 12:00:00 AM,Written Warning,7M8330A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),SPOKANE (CITY),SPOKANE
412112,11/08/2018 12:00:00 AM,AVN,7J8312A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),BELLEVUE,KING
422332,11/06/2018 12:00:00 AM,AVN,3E8310E,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORP. AREAS,SAN JUAN
426980,11/27/2018 12:00:00 AM,AVN,7N8331A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),ROYAL CITY,GRANT
420934,11/19/2018 12:00:00 AM,AVN,4I8323A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,WENATCHEE,CHELAN
413210,11/20/2018 12:00:00 AM,Written Warning,7M8324A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
422049,11/26/2018 12:00:00 AM,Written Warning,3C8330B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEDRO WOOLLEY,SKAGIT
420898,10/31/2018 12:00:00 AM,AVN,4L8304A,314.55.079,(MJ) Sale or service to minor,SPOKANE (CITY),SPOKANE
412594,12/10/2018 12:00:00 AM,AVN,7I8344A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,WHATCOM
412594,12/10/2018 12:00:00 AM,AVN,7I8344A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,WHATCOM
416085,12/20/2018 12:00:00 AM,AVN,7H8354A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
417469,12/05/2018 12:00:00 AM,AVN,3A8339A,69.50.401,(MJ) Sale or service to minor,UNINCORP. AREAS,WHATCOM
425098,12/04/2018 12:00:00 AM,AVN,7H8338A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,OKANOGAN
425098,12/04/2018 12:00:00 AM,AVN,7H8338A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
425080,12/19/2018 12:00:00 AM,AVN,7R8353A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,CLALLAM
415727,12/20/2018 12:00:00 AM,AVN,7M8354A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
412594,12/10/2018 12:00:00 AM,AVN,7I8344A,314.55.050,(MJ) Misrepresentation of fact.,UNINCORP. AREAS,WHATCOM
417469,12/05/2018 12:00:00 AM,AVN,3A8339A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,WHATCOM
414232,12/12/2018 12:00:00 AM,Written Warning,7K8346A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,KING
416893,12/04/2018 12:00:00 AM,AVN,7H8338B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
415692,12/10/2018 12:00:00 AM,Written Warning,7M8344A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE VALLEY,SPOKANE
415314,12/07/2018 12:00:00 AM,AVN,4N8341A,314.55.079,(MJ) Sale or service to minor,PULLMAN,WHITMAN
410273,12/12/2018 12:00:00 AM,AVN,4C8346A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,BENTON
413596,12/11/2018 12:00:00 AM,AVN,4I8345A,69.50.401,(MJ) Sale or service to minor,UNION GAP,YAKIMA
412594,12/10/2018 12:00:00 AM,AVN,7I8344A,314.55.099,(MJ) Failure to maintain standardized scale requirements (processor/retailer).,UNINCORP. AREAS,WHATCOM
