Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateIssued,DayPhone,ManuallyCleaned,Source
SMOKING CROW                                 ,422139,6.04E+15,4264 PACIFIC HWY              ,                         ,BELLINGHAM              ,WA,WHATCOM,982269042,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200205,3603068007,0,0
THE SLOW BURN                                ,414996,6.03E+15,4278C W VAN GIESEN ST         ,                         ,WEST RICHLAND           ,WA,BENTON,993535066,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190715,5093140968,0,0
CANNABIS 21                                  ,353993,6.03E+15,428 10TH ST                   ,                         ,HOQUIAM                 ,WA,GRAYS HARBOR,985503804,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),,3606379282,0,0
MR. GREEN JEANS                              ,414973,6.04E+15,4316 NE 399TH ST              ,                         ,LA CENTER               ,WA,CLARK,986294627,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170315,3609034055,0,0
THE JOINT                                    ,421804,6.03E+15,4336 ROOSEVELT WAY NE STE C   ,                         ,SEATTLE                 ,WA,KING,981054764,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191002,2062854005,0,0
SAVAGE THC                                   ,428107,6.04E+15,4426 WILLIAMS VALLEY RD STE B ,                         ,CLAYTON                 ,WA,STEVENS,991109745,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191228,5099992989,0,0
LUX POT SHOP                                 ,420819,6.04E+15,4465 FREMONT AVE N            ,                         ,SEATTLE                 ,WA,KING,981037225,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200303,2067193162,0,0
TENINO CANNABIS BOUTIQUE                     ,415484,6.04E+15,449 WICHMAN ST S STE A        ,                         ,TENINO                  ,WA,THURSTON,985899376,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191213,2068185038,0,0
WESTSIDE420 RECREATIONAL                     ,412466,6.03E+15,4503 OCEAN BEACH HWY STE 103  ,                         ,LONGVIEW                ,WA,COWLITZ,986325055,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191024,3604235261,0,0
SWEET MARY JANE'S                            ,412467,6.02E+15,4525 5TH AVE NE               ,                         ,SEATTLE                 ,WA,KING,981054816,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),,2069620346,0,0
EPHEMERAL TOAST                              ,424463,6.04E+15,4601 LEARY WAY NW             ,                         ,SEATTLE                 ,WA,KING,981074544,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191221,2066186094,0,0
TOP SHELF CANNABIS                           ,417469,6.03E+15,4712 PACIFIC HWY              ,                         ,BELLINGHAM              ,WA,WHATCOM,982269049,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191112,3603194102,0,0
2020 SOLUTIONS               ,420908,6.04E+15,4770 PACIFIC HWY STE A        ,                         ,BELLINGHAM              ,WA,WHATCOM,982269049,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200114,3607342020,0,0
ORIGINS CANNABIS                             ,423402,6.04E+15,4800 40TH AVE SW STE B        ,                         ,SEATTLE                 ,WA,KING,981164506,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190924,2535072167,0,0
THE HERBAL GARDENS                           ,423634,6.03E+15,4803 CENTER STREET STE A      ,                         ,TACOMA                  ,WA,PIERCE,984092319,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190727,2532725265,0,0
THE KUSHERY                                  ,78577,6.04E+15,4809 EVERGREEN WAY            ,                         ,EVERETT                 ,WA,SNOHOMISH,982032830,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),        ,4256337515,0,0
LUCID                                        ,414963,6.03E+15,4820 YELM HWY SE SUITE D      ,                         ,LACEY                   ,WA,THURSTON,985033402,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200104,5304010839,0,0
GREENWAY MARIJUANA                           ,413541,6.03E+15,4851 GEIGER RD SE             ,                         ,PORT ORCHARD            ,WA,KITSAP,983669350,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191107,3604436988,0,0
LUX POT SHOP                                 ,414532,6.03E+15,4912 17TH AVE NW STE A        ,                         ,SEATTLE                 ,WA,KING,981074726,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200605,2067193162,0,0
NIRVANA CANNABIS COMPANY                     ,424951,6.03E+15,4950 ARENA RD                 ,                         ,RICHLAND                ,WA,BENTON,993527857,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191030,5098082391,0,0
FILLABONG                                    ,415210,6.04E+15,4978 SE MILE HILL DR          ,                         ,PORT ORCHARD            ,WA,KITSAP,983662102,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170406,3604432293,0,0
THE HAPPY CROP SHOPPE                        ,413481,6.03E+15,50 ROCK ISLAND RD             ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988025352,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191018,5098881597,0,0
UNCLE IKE'S                                  ,421141,6.05E+15,501 15TH AVE E                ,                         ,SEATTLE                 ,WA,KING,981120000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200624,2064203784,0,0
NATURAL GREEN                                ,421687,6.04E+15,51 MORGAN ST UNIT B           ,                         ,DAVENPORT               ,WA,LINCOLN,991220000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200111,2062269725,0,0
KNN MANAGEMENT LLC                           ,415008,6.03E+15,5100 PACIFIC HWY              ,                         ,FERNDALE                ,WA,WHATCOM,982488927,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),,2539518530,0,0
KUSH 21                                      ,425493,6.05E+15,517 128TH ST SW STE B         ,                         ,EVERETT                 ,WA,SNOHOMISH,982047311,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),,2063830943,0,0
PRC                                          ,421084,6.03E+15,5200 172ND ST NE F-101        ,                         ,ARLINGTON               ,WA,SNOHOMISH,982234703,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200512,4253432272,0,0
A GREENER TODAY MARIJUANA                    ,414441,6.03E+15,5209 MARTIN LUTHER KING JR.   ,WAY S                    ,SEATTLE                 ,WA,KING,981186131,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191018,2066877877,0,0
MARIJUANA MART                               ,420400,6.03E+15,530 7TH AVE STE D             ,                         ,LONGVIEW                ,WA,COWLITZ,986320000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191002,3607891364,0,0
WASHINGTON O G                               ,420382,6.03E+15,5300 17TH AVE NW   STE B      ,                         ,SEATTLE                 ,WA,KING,981073815,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191105,3038295712,0,0
AMERICAN MARY CANNABIS 21+                   ,420292,6.03E+15,5300 17TH AVE NW STE A        ,                         ,SEATTLE                 ,WA,KING,981073815,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191105,3038295712,0,0
THE GALLERY FIFE                             ,413812,6.03E+15,5303 PACIFIC HWY E            ,                         ,FIFE                    ,WA,PIERCE,984242601,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191207,2538586202,0,0
HIGH SOCIETY                                 ,414539,6.03E+15,5309 GUIDE MERIDIAN RD SUITE A,                         ,BELLINGHAM              ,WA,WHATCOM,982260000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200609,3603063257,0,0
MISTER BUDS                                  ,414735,6.02E+15,536 MARINE DR STE B           ,                         ,PORT ANGELES            ,WA,CLALLAM,983632230,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190912,3607971966,0,0
GOODBUDS                                     ,415294,6.02E+15,5384 NW K RD STE A            ,                         ,QUINCY                  ,WA,GRANT,988480000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200221,5093988843,0,0
CANNA WEST SEATTLE                           ,420666,6.03E+15,5440 CALIFORNIA AVE SW        ,                         ,SEATTLE                 ,WA,KING,981361513,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191010,2066969240,0,0
HERBAN LEGENDS                               ,420291,6.03E+15,55 BELL ST STE 100            ,                         ,SEATTLE                 ,WA,KING,981211762,MARIJUANA RETAILER                 ,PENDING (ISSUED),20190920,2068495596,0,0
ISLAND HERB                                  ,413727,6.03E+15,5565 VANBARR PLACE UNIT F     ,                         ,FREELAND                ,WA,ISLAND,982490000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190928,3603312898,0,0
"PABLO & CO., LLC                             ",422138,6.04E+15,5602 STATE ROUTE 270 STE B    ,                         ,PULLMAN                 ,WA,WHITMAN,991638708,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191024,4257896996,0,0
THE KUSHERY                                  ,415507,6.03E+15,5626 134TH PL SE STE B        ,                         ,EVERETT                 ,WA,SNOHOMISH,982085615,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200527,4256337515,0,0
2020 SOLUTIONS               ,413314,6.04E+15,5655 GUIDE MERIDIAN STE A     ,                         ,BELLINGHAM              ,WA,WHATCOM,982269722,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191108,2068180966,0,0
CANNAZONE                                    ,421813,6.03E+15,5655 GUIDE MERIDIAN STE B     ,SUITE B                  ,BELLINGHAM              ,WA,WHATCOM,982269722,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191227,8602092288,0,0
MILLER'S MARIJUANA                           ,415001,6.03E+15,5675 STATE ROUTE 12 STE 1     ,                         ,ELMA                    ,WA,GRAYS HARBOR,985410000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191121,3604709265,0,0
THE HAPPY CROP SHOPPE                        ,413600,6.03E+15,5736 VALE RD                  ,                         ,CASHMERE                ,WA,CHELAN,988150000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191018,5098882454,0,0
T BROTHERS BUD LODGE                         ,414002,6.03E+15,5740 RUDDELL RD SE STE C      ,                         ,LACEY                   ,WA,THURSTON,985030000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191231,3607917139,0,0
112TH STREET CANNABIS                        ,423413,6.03E+15,5809 112TH ST E BLDG B        ,                         ,PUYALLUP                ,WA,PIERCE,983734323,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191011,2069924008,0,0
GREEN TOKEN TACOMA CANNABIS                  ,420785,6.04E+15,5917 N 26TH ST STE A          ,                         ,TACOMA                  ,WA,PIERCE,984072359,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200115,2532675428,0,0
FLOYD'S CANNABIS COMPANY                     ,422055,6.04E+15,5952 AIRPORT RD               ,                         ,PULLMAN                 ,WA,WHITMAN,991638958,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200116,5098723080,0,0
HIGH LIFE CANNABIS                           ,430097,6.02E+15,5978 HIGHWAY 291 UNIT 6       ,                         ,NINE MILE FALLS         ,WA,STEVENS,990269556,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200522,2086102829,0,0
420 CAPITOL                                  ,424848,6.04E+15,5980 CAPITOL BLVD SE          ,                         ,TUMWATER                ,WA,THURSTON,985015274,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200616,3604026368,0,0
ROSLYN HERBS                                 ,414460,6.03E+15,600 S FIRST STREET            ,                         ,ROSLYN                  ,WA,KITTITAS,989410000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191227,4256478338,0,0
CINDER                                       ,422294,6.03E+15,6010 N DIVISION ST            ,                         ,SPOKANE                 ,WA,SPOKANE,992081028,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191231,5092413091,0,0
THE HERBERY                                  ,426563,6.03E+15,6018 NE ST JOHNS RD STE D     ,                         ,VANCOUVER               ,WA,CLARK,986610000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191024,3608417505,0,0
ALL NATURAL HERBS LLC                        ,422709,6.04E+15,6020 PACIFIC AVE SE # M1973   ,                         ,LACEY                   ,WA,THURSTON,985031319,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),,3602393363,0,0
CANNABIS & GLASS                             ,360307,6.03E+15,605 E FRANCIS                 ,                         ,SPOKANE                 ,WA,SPOKANE,992080000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191123,5099991112,0,0
CULT CANNABIS CO.                            ,413729,6.03E+15,6061 PORTAL WAY               ,                         ,FERNDALE                ,WA,WHATCOM,982489360,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200402,3609334263,0,0
TERP CANNABIS                                ,426632,6.04E+15,6063B HIGHWAY 291             ,                         ,NINE MILE FALLS         ,WA,STEVENS,990269565,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190727,5097106899,0,0
GROWERS OUTLET                               ,415124,6.03E+15,613 MONTANA AVE STE 2         ,                         ,SOUTH BEND              ,WA,PACIFIC,985860000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200107,3608758222,0,0
CASCADE HERB COMPANY                         ,414749,6.03E+15,6167 PORTAL WAY               ,                         ,FERNDALE                ,WA,WHATCOM,982489363,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200430,3607468587,0,0
WESTERN BUD                                  ,426849,6.04E+15,6186 STATE ROUTE 20 STE B     ,                         ,ANACORTES               ,WA,SKAGIT,982218496,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191112,2062097254,0,0
MARIJUANA MART                               ,428846,6.03E+15,6230 197TH SW AVE             ,                         ,ROCHESTER               ,WA,THURSTON,985790000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191119,3608587188,0,0
PACIFIC CANNABIS COMPANY                     ,414656,6.03E+15,625 N CALLOW AVE              ,                         ,BREMERTON               ,WA,KITSAP,983123903,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191018,3606162014,0,0
KUSHMART                                     ,414520,6.03E+15,6309 EVERGREEN WAY STE C      ,                         ,EVERETT                 ,WA,SNOHOMISH,982034559,MARIJUANA RETAILER                 ,PENDING (ISSUED),20191025,2067691282,0,0
THEOREM                                      ,415115,6.03E+15,6323 NE BOTHEL WAY            ,                         ,KENMORE                 ,WA,KING,980280000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191024,2066418344,0,0
EUPHORIC 360                                 ,425185,6.04E+15,6326 MARTIN WAY E STE 103     ,                         ,LACEY                   ,WA,THURSTON,985165561,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190621,3608922878,0,0
EVERGREEN MARKET - BELLEVUE                  ,426125,6.04E+15,638 116TH AVE NE              ,                         ,BELLEVUE                ,WA,KING,980045216,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191107,2068527155,0,0
GOLDEN DISPENSARIES                          ,414292,6.03E+15,650 LLAMA LN                  ,                         ,GOLDENDALE              ,WA,KLICKITAT,986209140,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191024,5097730700,0,0
HIGH-5 CANNABIS                              ,421702,6.03E+15,6511 NE 137TH AVE             ,                         ,VANCOUVER               ,WA,CLARK,986825948,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200313,3605714568,0,0
NEW VANSTERDAM                               ,413732,6.03E+15,6515 E MILL PLAIN BLVD        ,                         ,VANCOUVER               ,WA,CLARK,986617455,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200330,5033417097,0,0
A GREENER TODAY WALLA WALLA                  ,426039,6.04E+15,655 WEST POPLAR ST            ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993620000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200604,2063803608,0,0
L & M MANAGEMENT LLC                         ,421375,6.03E+15,6611 KITSAP WAY               ,                         ,BREMERTON               ,WA,KITSAP,983121741,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),,0,0,0
KUSH21                                       ,422992,6.04E+15,6620 N MARKET ST STE 101      ,                         ,SPOKANE                 ,WA,SPOKANE,992177809,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200313,3605611664,0,0
GREEN OUTFITTERS                             ,413798,6.03E+15,668 OCEAN SHORES BLVD NW      ,                         ,OCEAN SHORES            ,WA,GRAYS HARBOR,985699344,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190928,4252684391,0,0
BUD STOP                                     ,421335,6.04E+15,6725 MARTIN WAY E             ,                         ,OLYMPIA                 ,WA,THURSTON,985165541,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190701,3605150258,0,0
CLEAR CHOICE CANNABIS                        ,421877,6.04E+15,6733 STATE HWY 303 NE         ,                         ,BREMERTON               ,WA,KITSAP,983113736,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191018,2538826344,0,0
FIRE AND FROST CANNABIS                      ,428276,6.03E+15,6818 NE 4TH PLAIN BLVD STE C  ,                         ,VANCOUVER               ,WA,CLARK,986617357,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190917,3603357823,0,0
BUD HUT                                      ,422332,6.04E+15,70 SALTSPRING DR  UNIT 2A     ,UNIT 2A                  ,FRIDAY HARBOR           ,WA,SAN JUAN,982509062,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191205,3606681111,0,0
CANNABIS SUPER STORE                         ,402780,6.04E+15,705 EAST 1ST ST               ,                         ,CLE ELUM                ,WA,KITTITAS,989221252,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190906,5096745356,0,0
ROYAL'S CANNABIS                             ,415132,6.03E+15,7115 N DIVISION ST STE A      ,                         ,SPOKANE                 ,WA,SPOKANE,992086507,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200627,5099954896,0,0
SATIVA SISTERS II                            ,422764,6.04E+15,712 5TH ST                    ,                         ,CLARKSTON               ,WA,ASOTIN,994032632,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200219,2062350635,0,0
STAR OUTLET                                  ,422010,6.04E+15,7157 GUIDE MERIDIAN RD #3     ,#3                       ,LYNDEN                  ,WA,WHATCOM,982649213,MARIJUANA RETAILER                 ,PENDING (ISSUED),20200226,4255244840,0,0
HERB'S HOUSE                                 ,402039,6.03E+15,716 NW 65TH ST                ,                         ,SEATTLE                 ,WA,KING,981175049,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200123,2065577388,0,0
DANK'S WONDER EMPORIUM                       ,364799,6.04E+15,7207 212TH ST SW              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980207735,MARIJUANA RETAILER                 ,PENDING (ISSUED),20191225,3609154944,0,0
CANNA4LIFE                                   ,414211,6.03E+15,721 6TH ST                    ,                         ,CLARKSTON               ,WA,ASOTIN,994032001,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190809,5099903124,0,0
GREEN TOKEN CANNABIS                         ,421650,6.04E+15,7215 212TH ST SW              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267735,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171208,2532267186,0,0
HERBAL LEGENDS CANNABIS                      ,420477,6.03E+15,7217 212TH ST SW              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267735,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190930,3605941738,0,0
SEATTLE CANNABIS CO.                         ,426199,6.03E+15,7262 RAINIER AVE S STE B      ,                         ,SEATTLE                 ,WA,KING,981183864,MARIJUANA RETAILER                 ,PENDING (ISSUED),20190806,2064201042,0,0
GREENFIELD COMPANY CANNABIS MERCANTILE       ,414356,6.03E+15,728 6TH ST                    ,                         ,CLARKSTON               ,WA,ASOTIN,994032012,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190928,2069621025,0,0
WALLA WALLA WEEDERY                          ,425273,6.03E+15,728 IRENE ST                  ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993621604,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200428,5098764279,0,0
LUCID                                        ,415429,6.03E+15,7294 MARTIN WAY E             ,                         ,OLYMPIA                 ,WA,THURSTON,985165533,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200104,5304010839,0,0
HIGH SOCIETY BURLINGTON                      ,413533,6.04E+15,735 S. BURLINGTON BLVD        ,                         ,BURLINGTON              ,WA,SKAGIT,982332219,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190702,3606610168,0,0
GREEN LADY MARIJUANA                         ,423145,6.04E+15,7359 OLD PACIFIC HWY S        ,                         ,KALAMA                  ,WA,COWLITZ,986250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200311,3607898891,0,0
THE BAKEREE                                  ,421261,6.04E+15,74 S LUCILE ST  STE 102       ,STE 102                  ,SEATTLE                 ,WA,KING,981342444,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200323,2066590574,0,0
GREEN STOP CANNABIS                          ,413801,6.03E+15,7466 MT BAKER HWY             ,                         ,MAPLE FALLS             ,WA,WHATCOM,982660000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191231,3607468734,0,0
NATURE'S GIFTS                               ,414181,6.03E+15,755 W WASHINGTON ST STE C     ,                         ,SEQUIM                  ,WA,CLALLAM,983823272,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191030,3607971993,0,0
AMERICAN HARVEST                             ,422954,6.03E+15,7550 US 97                    ,                         ,PESHASTIN               ,WA,CHELAN,988470000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191105,5033177035,0,0
ANACORTES CANNABIS                           ,421652,6.03E+15,7656 STATE ROUTE 20 UNIT A    ,                         ,ANACORTES               ,WA,SKAGIT,982218311,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191225,3605886222,0,0
POT ZONE OF VANCOUVER                        ,361259,6.04E+15,7701 NE HWY 99 STE B          ,                         ,VANCOUVER               ,WA,CLARK,986650000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),        ,5099795989,0,0
HASHTAG CANNABIS                             ,430254,6.04E+15,7829 LEARY WAY NE             ,                         ,REDMOND                 ,WA,KING,980524338,MARIJUANA RETAILER                 ,PENDING (ISSUED),20200511,2066508928,0,0
LUCID PUYALLUP                               ,352673,6.02E+15,7924 RIVER ROAD               ,                         ,PUYALLUP                ,WA,PIERCE,983713839,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200501,2539732476,0,0
DANCING GYPSIES                              ,413529,6.03E+15,794 KENTUCKY ST               ,                         ,BELLINGHAM              ,WA,WHATCOM,982250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191121,2088192110,0,0
CLEAR CHOICE CANNABIS                        ,413358,6.03E+15,8001 S HOSMER ST              ,                         ,TACOMA                  ,WA,PIERCE,984081017,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200104,2534445444,0,0
GREEN TIKI CANNABIS                          ,414931,6.04E+15,8002 NE HIGHWAY 99 STE B      ,                         ,VANCOUVER               ,WA,CLARK,986658875,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),        ,3607101577,0,0
PAPER AND LEAF                               ,414812,6.03E+15,8040 NE DAY RD W BLDG 3 STE 1 ,                         ,BAINBRIDGE ISLAND       ,WA,KITSAP,981100000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190907,2067807814,0,0
BIRCH BAY BUDZ                               ,429761,6.04E+15,8125 BIRCH BAY SQUARE ST #222 ,                         ,BLAINE                  ,WA,WHATCOM,982309660,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200117,5092094569,0,0
BUD HUT                                      ,415361,6.03E+15,8142 HIGHWAY 14               ,                         ,LYLE                    ,WA,KLICKITAT,986350000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190919,4254781077,0,0
POT ZONE                                     ,425686,6.03E+15,816 72ND ST E                 ,                         ,TACOMA                  ,WA,PIERCE,983660926,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191025,2533127286,0,0
FREEDOM MARKET                               ,414280,6.03E+15,820 WESTSIDE HWY             ,                         ,KELSO                   ,WA,COWLITZ,986264355,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200512,3603550682,1,Manual Validation
GREEN TIKI CANNABIS                          ,81400,6.04E+15,8202 NE STATE HWY 104 STE 101,STE 101                  ,KINGSTON                ,WA,KITSAP,983460000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200404,3607101577,0,0
THE GREEN DOOR SEATTLE                       ,414425,6.03E+15,828 RAINIER AVE S             ,                         ,SEATTLE                 ,WA,KING,981442838,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200118,2065510403,0,0
CANNABIS PROVISIONS EAST                     ,423542,6.03E+15,831 N MILLER ST               ,                         ,WENATCHEE               ,WA,CHELAN,988012046,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200108,2533347082,0,0
TOKEN HERB                                   ,400209,6.03E+15,837 A CRESCENT BEACH RD       ,                         ,EASTSOUND               ,WA,SAN JUAN,982451695,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190919,3603766900,0,0
DOCKSIDE CANNABIS                            ,427158,6.04E+15,8401 AURORA AVE N STE E1      ,                         ,SEATTLE                 ,WA,KING,981034332,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),,8443625420,0,0
BETTER BUDS                                  ,421709,6.04E+15,841 NESS CORNER RD  STE B     ,STE B                    ,PORT HADLOCK            ,WA,JEFFERSON,983399572,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200130,3607316611,0,0
THE MARIJUANA MERCANTILE                     ,415216,6.03E+15,8411 SR 92 STE 5              ,                         ,GRANITE FALLS           ,WA,SNOHOMISH,982520000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191226,3603227122,0,0
BAD ASS WEED CO.                             ,85059,6.03E+15,8459 MAIN ST  UNIT B          ,UNIT B                   ,DRYDEN                  ,WA,CHELAN,988210000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200430,5092648044,0,0
EVERGREEN STATE ENTERPRISES                  ,422825,6.04E+15,847 E SR 4                    ,                         ,CATHLAMET               ,WA,WAHKIAKUM,986120000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180419,5033170557,0,0
BUD COMMANDER                                ,413802,6.03E+15,849 TROSPER RD SW STE 207     ,                         ,TUMWATER                ,WA,THURSTON,985128145,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191005,3606881709,0,0
BUDHUT                                       ,421642,6.04E+15,8529 52ND ST SE               ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982909282,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191024,4257896996,0,0
THE WASHINGTON STATE CANNABIS GROUP          ,421658,6.03E+15,8606 PRESTON FALL CITY RD SE  ,                         ,PRESTON                 ,WA,KING,980500000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20190827,2535834309,0,0
HIGH SOCIETY                                 ,413534,6.03E+15,8630 S MARCH POINT RD         ,                         ,ANACORTES               ,WA,SKAGIT,982213412,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191203,3606610168,0,0
CANNABIS PURVEYORS                           ,413785,6.03E+15,8701 14TH AVE S               ,                         ,SEATTLE                 ,WA,KING,981084808,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),,2069191572,0,0
KUSHMAN                                      ,426731,6.03E+15,8911 EVERGREEN WAY            ,                         ,EVERETT                 ,WA,SNOHOMISH,982082626,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200117,4254441575,0,0
HERBAL ACCESS RETAIL                         ,421918,6.03E+15,8962 BEAVER VALLEY RD         ,                         ,CHIMACUM                ,WA,JEFFERSON,983250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190620,2068543538,0,0
