scrape,wmsite,address,city,email,street,st,dateaccess,dispensaryname,slug,med_rec,zipcode,ManuallyCleaned,Source
127,http://weedmaps.com/dispensaries/herban-legends,"55 Bell Street Suite 100, Seattle, WA 98121",Seattle,info@herbanlegends.com,55 Bell Street Suite 100,WA,5/22/16,Herban Legends - Seattle Recreational Cannabis,,recreational,98121,0,
154,https://weedmaps.com/dispensaries/herban-legends,"55 Bell Street Suite 100, Seattle, WA 98121",Seattle,info@herbanlegends.com,55 Bell Street Suite 100,WA,11/24/16,Herban Legends - Seattle Recreational Cannabis,,recreational,98121,0,
184,https://weedmaps.com/dispensaries/herban-legends,"55 Bell Street Suite 100, Seattle, WA 98121",Seattle,info@herbanlegends.com,55 Bell Street Suite 100,WA,5/27/17,Herban Legends - Seattle Recreational Cannabis,,recreational,98121,0,
215,https://weedmaps.com/dispensaries/herban-legends,"55 Bell Street Suite 100, Seattle, WA 98121",Seattle,info@herbanlegends.com,55 Bell Street Suite 100,WA,11/25/17,Herban Legends - Seattle Recreational Cannabis,,recreational,98121,0,
154,https://weedmaps.com/dispensaries/king-cronic-iii,"551 14th Ave, Longview, Wa 98632",Longview,Kingcronicgroup@gmail.com,551 14th Ave,WA,11/25/16,King Cronic III,,recreational,98632,0,
184,https://weedmaps.com/dispensaries/king-cronic-iii,"551 14th Ave, Longview, Wa 98632",Longview,Kingcronicgroup@gmail.com,551 14th Ave,WA,5/27/17,King Cronic III,,recreational,98632,0,
154,https://weedmaps.com/dispensaries/island-herb,"5565 Van Barr Place Unit F, Freeland, WA 98249",Freeland,info@whidbeyislandherb.com,5565 Van Barr Place Unit F,WA,11/25/16,Island Herb,,recreational,98249,0,
184,https://weedmaps.com/dispensaries/island-herb,"5565 Van Barr Place Unit F, Freeland, WA 98249",Freeland,info@whidbeyislandherb.com,5565 Van Barr Place Unit F,WA,5/27/17,Island Herb,,recreational,98249,0,
215,https://weedmaps.com/dispensaries/island-herb,"5565 Van Barr Place Unit F, Freeland, WA 98249",Freeland,info@whidbeyislandherb.com,5565 Van Barr Place Unit F,WA,11/25/17,Island Herb,,recreational,98249,0,
227,https://weedmaps.com/dispensaries/island-herb,"5565 Van Barr Place Unit F, Freeland, WA 98249",Freeland,info@whidbeyislandherb.com,5565 Van Barr Place Unit F,WA,5/26/18,Island Herb,island-herb,recreational,98249,0,
242,https://weedmaps.com/dispensaries/island-herb,"5565 Van Barr Place Unit F, Freeland, WA 98249",Freeland,info@whidbeyislandherb.com,5565 Van Barr Place Unit F,WA,12/16/18,Island Herb,island-herb,recreational,98249,0,
245,https://weedmaps.com/dispensaries/island-herb,"5565 Van Barr Place Unit F,Freeland,Washington 98249",Freeland,info@whidbeyislandherb.com,5565 Van Barr Place Unit F,WA,6/23/19,Island Herb,island-herb,recreational,98249,0,
101,http://weedmaps.com/dispensaries/2020-solutions-recreational-north-bellingham,"5655 Guide Meridian, Bellingham, WA 98226",Bellingham,info@i502solutions.com,5655 Guide Meridian,WA,11/22/15,2020 Solutions - Recreational - North Bellingham,,recreational,98226,0,
127,http://weedmaps.com/dispensaries/2020-solutions-recreational-north-bellingham,"5655 Guide Meridian, Bellingham, WA 98226",Bellingham,info@i502solutions.com,5655 Guide Meridian,WA,5/22/16,2020 Solutions - Recreational - North Bellingham,,recreational,98226,0,
154,https://weedmaps.com/dispensaries/2020-solutions-recreational-north-bellingham,"5655 Guide Meridian, Bellingham, WA 98226",Bellingham,info@i502solutions.com,5655 Guide Meridian,WA,11/25/16,2020 Solutions - Recreational - North Bellingham,,recreational,98226,0,
101,http://weedmaps.com/dispensaries/miller-s-marijuana,"5675 State Route 12, Elma, WA 98541",Elma,mindyd31@hotmail.com,5675 State Route 12,WA,11/22/15,Miller's Marijuana ,,recreational,98541,0,
127,http://weedmaps.com/dispensaries/miller-s-marijuana,"5675 State Route 12, Elma, WA 98541",Elma,mindyd31@hotmail.com,5675 State Route 12,WA,5/23/16,Miller's Marijuana ,,recreational,98541,0,
154,https://weedmaps.com/dispensaries/miller-s-marijuana,"5675 State Route 12, Elma, WA 98541",Elma,mindyd31@hotmail.com,5675 State Route 12,WA,11/25/16,Miller's Marijuana ,,recreational,98541,0,
184,https://weedmaps.com/dispensaries/miller-s-marijuana,"5675 State Route 12, Elma, WA 98541",Elma,mindyd31@hotmail.com,5675 State Route 12,WA,5/27/17,Miller's Marijuana ,,recreational,98541,0,
215,https://weedmaps.com/dispensaries/miller-s-marijuana,"5675 State Route 12, Elma, WA 98541",Elma,mindyd31@hotmail.com,5675 State Route 12,WA,11/25/17,Miller's Marijuana,,recreational,98541,0,
227,https://weedmaps.com/dispensaries/miller-s-marijuana,"5675 State Route 12, Elma, WA 98541",Elma,millersmarijuana@hotmail.com,5675 State Route 12,WA,5/26/18,Miller's Marijuana,miller-s-marijuana,recreational,98541,0,
242,https://weedmaps.com/dispensaries/miller-s-marijuana,"5675 State Route 12, Elma, WA 98541",Elma,millersmarijuana@hotmail.com,5675 State Route 12,WA,12/16/18,Miller's Marijuana,miller-s-marijuana,recreational,98541,0,
245,https://weedmaps.com/dispensaries/miller-s-marijuana,"5675 State Route 12,Elma,Washington 98541",Elma,millersmarijuana@hotmail.com,5675 State Route 12,WA,6/23/19,Miller's Marijuana,miller-s-marijuana,recreational,98541,0,
184,https://weedmaps.com/dispensaries/the-happy-crop-shoppe-2,"5736 Vale Road, Cashmere, WA 98815",Cashmere,allie.ajordan@gmail.com,5736 Vale Road,WA,5/27/17,The Happy Crop Shoppe-Cashmere,,recreational,98815,0,
215,https://weedmaps.com/dispensaries/the-happy-crop-shoppe-2,"5736 Vale Road, Cashmere, WA 98815",Cashmere,allie.ajordan@gmail.com,5736 Vale Road,WA,11/25/17,The Happy Crop Shoppe-Cashmere,,recreational,98815,0,
227,https://weedmaps.com/dispensaries/the-happy-crop-shoppe-2,"5736 Vale Road, Cashmere, WA 98815",Cashmere,allie.ajordan@gmail.com,5736 Vale Road,WA,5/26/18,The Happy Crop Shoppe-Cashmere,the-happy-crop-shoppe-2,recreational,98815,0,
242,https://weedmaps.com/dispensaries/the-happy-crop-shoppe-2,"5736 Vale Road, Cashmere, WA 98815",Cashmere,allie.ajordan@gmail.com,5736 Vale Road,WA,12/16/18,The Happy Crop Shoppe-Cashmere,the-happy-crop-shoppe-2,recreational,98815,0,
245,https://weedmaps.com/dispensaries/the-happy-crop-shoppe-2,"5736 Vale Road,Cashmere,Washington 98815",Cashmere,allie.ajordan@gmail.com,5736 Vale Road,WA,6/23/19,The Happy Crop Shoppe - Cashmere,the-happy-crop-shoppe-2,recreational,98815,0,
184,https://weedmaps.com/dispensaries/t-brothers-recreational,"5740 Ruddell Rd SE, Lacey, WA 98503",Lacey,mike@tbrothers502recreational.com,5740 Ruddell Rd SE,WA,5/27/17,T Brothers Recreational,,recreational,98503,0,
215,https://weedmaps.com/dispensaries/t-brothers-recreational,"5740 Ruddell Rd SE, Lacey, WA 98503",Lacey,mike@tbrothers502recreational.com,5740 Ruddell Rd SE,WA,11/25/17,T Brothers Recreational,,recreational,98503,0,
227,https://weedmaps.com/dispensaries/t-brothers-recreational,"5740 Ruddell Rd SE, Lacey, WA 98503",Lacey,mike@tbrothers502recreational.com,5740 Ruddell Rd SE,WA,5/26/18,T Brothers Recreational,t-brothers-recreational,recreational,98503,0,
242,https://weedmaps.com/dispensaries/t-brothers-recreational,"5740 Ruddell Rd SE, Lacey, WA 98503",Lacey,mike@tbrothers502recreational.com,5740 Ruddell Rd SE,WA,12/16/18,T Brothers Recreational,t-brothers-recreational,recreational,98503,0,
245,https://weedmaps.com/dispensaries/t-brothers-recreational,"5740 Ruddell Rd SE,Lacey,Washington 98503",Lacey,mike@tbrothers502recreational.com,5740 Ruddell Rd SE,WA,6/23/19,T Brothers Recreational,t-brothers-recreational,recreational,98503,0,
184,https://weedmaps.com/dispensaries/issaquah-cannabis-company-2,"5809 112th St. East, Puyallup, WA 98155",Puyallup,tbd@tbd.com,5809 112th St. East,WA,5/27/17,112th Street Cannabis,,recreational,98155,0,
215,https://weedmaps.com/dispensaries/issaquah-cannabis-company-2,"5809 112th St. East, Puyallup, WA 98155",Puyallup,tbd@tbd.com,5809 112th St. East,WA,11/25/17,112th Street Cannabis,,recreational,98155,0,
227,https://weedmaps.com/dispensaries/issaquah-cannabis-company-2,"5809 112th St. East, Puyallup, WA 98155",Puyallup,tbd@tbd.com,5809 112th St. East,WA,5/26/18,112th Street Cannabis,issaquah-cannabis-company-2,recreational,98155,0,
242,https://weedmaps.com/dispensaries/issaquah-cannabis-company-2,"5809 112th St. East, Puyallup, WA 98155",Puyallup,tbd@tbd.com,5809 112th St. East,WA,12/16/18,112th Street Cannabis,issaquah-cannabis-company-2,recreational,98155,0,
245,https://weedmaps.com/dispensaries/issaquah-cannabis-company-2,"5809 112th St. East,Puyallup,Washington 98155",Puyallup,customerservice@weedmaps.com,5809 112th St. East,WA,6/23/19,112th Street Cannabis,issaquah-cannabis-company-2,recreational,98155,0,
127,http://weedmaps.com/dispensaries/sweet-jane,"5815 112th St E, Puyallup, WA 98373",Puyallup,info@sweetjanenw.com,5815 112th St E,WA,5/23/16,Sweet Jane,,recreational,98373,0,
154,https://weedmaps.com/dispensaries/the-canyon-2,"591 State Route 821, Yakima, Wa 98901",Yakima,canyoncanna@gmail.com,591 State Route 821,WA,11/25/16,The Canyon,,recreational,98901,0,
227,https://weedmaps.com/dispensaries/green-token-cannabis,"5917 N 26th St, Tacoma, WA 98407",Tacoma,greentokenllc@yahoo.com,5917 N 26th St,WA,5/26/18,Green Token Cannabis,green-token-cannabis,recreational,98407,0,
242,https://weedmaps.com/dispensaries/green-token-cannabis,"5917 N 26th St, Tacoma, WA 98407",Tacoma,greentokenllc@yahoo.com,5917 N 26th St,WA,12/16/18,Green Token Cannabis,green-token-cannabis,recreational,98407,0,
245,https://weedmaps.com/dispensaries/green-token-cannabis,"5917 N 26th St,Tacoma,Washington 98407",Tacoma,greentokenllc@yahoo.com,5917 N 26th St,WA,6/23/19,Green Token Cannabis,green-token-cannabis,recreational,98407,0,
215,https://weedmaps.com/dispensaries/floyds-cannabis-co-pullman,"5952 Pullman Airport Road, Pullman, WA 99163",Pullman,FCCpullman@gmail.com,5952 Pullman Airport Road,WA,11/25/17,Floyds Cannabis Co Pullman,,recreational,99163,0,
227,https://weedmaps.com/dispensaries/floyds-cannabis-co-pullman,"5952 Pullman Airport Road, Pullman, WA 99163",Pullman,FCCpullman@gmail.com,5952 Pullman Airport Road,WA,5/26/18,Floyds Cannabis Co Pullman,floyds-cannabis-co-pullman,recreational,99163,0,
242,https://weedmaps.com/dispensaries/floyds-cannabis-co-pullman,"5952 Pullman Airport Road, Pullman, WA 99163",Pullman,FCCpullman@gmail.com,5952 Pullman Airport Road,WA,12/16/18,Floyds Cannabis Co Pullman,floyds-cannabis-co-pullman,recreational,99163,0,
245,https://weedmaps.com/dispensaries/floyds-cannabis-co-pullman,"5952 Pullman Airport Road,Pullman,Washington 99163",Pullman,FCCpullman@gmail.com,5952 Pullman Airport Road,WA,6/23/19,Floyds Cannabis Co Pullman,floyds-cannabis-co-pullman,recreational,99163,0,
242,https://weedmaps.com/dispensaries/cinder,"6010 N Division, Spokane, WA 99208",Spokane,Justin@cindersmoke.com,6010 N Division,WA,12/16/18,Cinder - North Spokane,cinder,recreational,99208,0,
245,https://weedmaps.com/dispensaries/cinder,"6010 N Division,Spokane,Washington 99208",Spokane,justin@cindersmoke.com,6010 N Division,WA,6/23/19,Cinder - North Spokane,cinder,recreational,99208,0,
101,http://weedmaps.com/dispensaries/the-herbery-i-5,"6018 NE St. Johns Rd Ste. D, Vancouver, WA 98661",Vancouver,theherberynw@gmail.com,6018 NE St. Johns Rd Ste. D,WA,11/22/15,THE HERBERY I-5,,recreational,98661,0,
127,http://weedmaps.com/dispensaries/the-herbery-i-5,"6018 NE St. Johns Rd Ste. D, Vancouver, WA 98661",Vancouver,theherberynw@gmail.com,6018 NE St. Johns Rd Ste. D,WA,5/22/16,THE HERBERY I-5,,recreational,98661,0,
154,https://weedmaps.com/dispensaries/the-herbery-i-5,"6018 NE St. Johns Rd Ste. D, Vancouver, WA 98661",Vancouver,theherberynw@gmail.com,6018 NE St. Johns Rd Ste. D,WA,11/25/16,THE HERBERY I-5,,recreational,98661,0,
184,https://weedmaps.com/dispensaries/the-herbery-i-5,"6018 NE St. Johns Rd Ste. D, Vancouver, WA 98661",Vancouver,theherberynw@gmail.com,6018 NE St. Johns Rd Ste. D,WA,5/27/17,THE HERBERY I-5,,recreational,98661,0,
215,https://weedmaps.com/dispensaries/the-herbery-i-5,"6018 NE St. Johns Rd Ste. D, Vancouver, WA 98661",Vancouver,theherberynw@gmail.com,6018 NE St. Johns Rd Ste. D,WA,11/25/17,THE HERBERY I-5,,recreational,98661,0,
227,https://weedmaps.com/dispensaries/the-herbery-i-5,"6018 NE St. Johns Rd Ste. D, Vancouver, WA 98661",Vancouver,theherberynw@gmail.com,6018 NE St. Johns Rd Ste. D,WA,5/26/18,THE HERBERY I-5,the-herbery-i-5,recreational,98661,0,
101,http://weedmaps.com/dispensaries/marijuana-mart,"6039 197th Ave SW, Grand Mound, WA 98579",Grand Mound,mike@marijuanamartwa.com,6039 197th Ave SW,WA,11/22/15,Marijuana Mart,,recreational,98579,0,
127,http://weedmaps.com/dispensaries/marijuana-mart,"6039 197th Ave SW, Grand Mound, WA 98579",Grand Mound,mike@marijuanamartwa.com,6039 197th Ave SW,WA,5/22/16,Marijuana Mart,,recreational,98579,0,
154,https://weedmaps.com/dispensaries/marijuana-mart,"6039 197th Ave SW, Grand Mound, WA 98579",Grand Mound,mike@marijuanamartwa.com,6039 197th Ave SW,WA,11/25/16,Marijuana Mart,,recreational,98579,0,
184,https://weedmaps.com/dispensaries/marijuana-mart,"6039 197th Ave SW, Grand Mound, WA 98579",Grand Mound,info@marijuanamartwa.com,6039 197th Ave SW,WA,5/27/17,Marijuana Mart,,recreational,98579,0,
215,https://weedmaps.com/dispensaries/marijuana-mart,"6039 197th Ave SW, Grand Mound, WA 98579",Grand Mound,info@marijuanamartwa.com,6039 197th Ave SW,WA,11/25/17,Marijuana Mart,,recreational,98579,0,
227,https://weedmaps.com/dispensaries/marijuana-mart,"6039 197th Ave SW, Grand Mound, WA 98579",Grand Mound,info@marijuanamartwa.com,6039 197th Ave SW,WA,5/26/18,Marijuana Mart,marijuana-mart,recreational,98579,0,
242,https://weedmaps.com/dispensaries/marijuana-mart,"6039 197th Ave SW, Grand Mound, WA 98579",Grand Mound,info@marijuanamartwa.com,6039 197th Ave SW,WA,12/16/18,Marijuana Mart,marijuana-mart,recreational,98579,0,
127,http://weedmaps.com/dispensaries/cannabis-glass-recreational,"605 E. Francis Ave, Spokane, WA 99208",Spokane,info@cannabisandglass.com,605 E. Francis Ave,WA,5/23/16,Cannabis and Glass - Spokane Recreational,,recreational,99208,0,
154,https://weedmaps.com/dispensaries/cannabis-glass-recreational,"605 E. Francis Ave, Spokane, WA 99208",Spokane,info@cannabisandglass.com,605 E. Francis Ave,WA,11/25/16,Cannabis and Glass - Spokane Recreational,,recreational,99208,0,
184,https://weedmaps.com/dispensaries/cannabis-glass-recreational,"605 E. Francis Ave, Spokane, WA 99208",Spokane,info@cannabisandglass.com,605 E. Francis Ave,WA,5/27/17,Cannabis & Glass - Spokane Recreational,,recreational,99208,0,
215,https://weedmaps.com/dispensaries/cannabis-glass-recreational,"605 E. Francis Ave, Spokane, WA 99208",Spokane,info@cannabisandglass.com,605 E. Francis Ave,WA,11/25/17,Cannabis &amp; Glass - Spokane Recreational,,recreational,99208,0,
227,https://weedmaps.com/dispensaries/cannabis-glass-recreational,"605 E. Francis Ave, Spokane, WA 99208",Spokane,info@cannabisandglass.com,605 E. Francis Ave,WA,5/26/18,Cannabis & Glass - Spokane Recreational,cannabis-glass-recreational,recreational,99208,0,
242,https://weedmaps.com/dispensaries/cannabis-glass-recreational,"605 E. Francis Ave, Spokane, WA 99208",Spokane,info@cannabisandglass.com,605 E. Francis Ave,WA,12/16/18,Cannabis & Glass - Spokane Recreational,cannabis-glass-recreational,recreational,99208,0,
245,https://weedmaps.com/dispensaries/cannabis-glass-recreational,"605 E. Francis Ave,Spokane,Washington 99208",Spokane,info@cannabisandglass.com,605 E. Francis Ave,WA,6/23/19,Cannabis & Glass - Spokane Recreational,cannabis-glass-recreational,recreational,99208,0,
154,https://weedmaps.com/dispensaries/buds-sos,"6061 Portal Way, Ferndale, WA 98248",Ferndale,info@cultcannabisco.com,6061 Portal Way,WA,11/25/16,Cultivating Cannabis Collectives,,recreational,98248,0,
101,http://weedmaps.com/dispensaries/growers-outlet,"613 Montana Ave #2, South Bend, Washington 98586",South Bend,growersoutlet1@gmail.com,613 Montana Ave #2,WA,11/22/15,Growers Outlet,,recreational,98586,0,
127,http://weedmaps.com/dispensaries/growers-outlet,"613 Montana Ave #2, South Bend, Washington 98586",South Bend,growersoutlet1@gmail.com,613 Montana Ave #2,WA,5/22/16,Growers Outlet,,recreational,98586,0,
154,https://weedmaps.com/dispensaries/growers-outlet,"613 Montana Ave #2, South Bend, Washington 98586",South Bend,growersoutlet1@gmail.com,613 Montana Ave #2,WA,11/25/16,Growers Outlet,,recreational,98586,0,
184,https://weedmaps.com/dispensaries/growers-outlet,"613 Montana Ave #2, South Bend, Washington 98586",South Bend,growersoutlet1@gmail.com,613 Montana Ave #2,WA,5/27/17,Growers Outlet,,recreational,98586,0,
215,https://weedmaps.com/dispensaries/growers-outlet,"613 Montana Ave #2, South Bend, Washington 98586",South Bend,growersoutlet1@gmail.com,613 Montana Ave #2,WA,11/25/17,Growers Outlet,,recreational,98586,0,
227,https://weedmaps.com/dispensaries/growers-outlet,"613 Montana Ave #2, South Bend, Washington 98586",South Bend,growersoutlet1@gmail.com,613 Montana Ave #2,WA,5/26/18,Growers Outlet,growers-outlet,recreational,98586,0,
242,https://weedmaps.com/dispensaries/growers-outlet,"613 Montana Ave #2, South Bend, Washington 98586",South Bend,growersoutlet1@gmail.com,613 Montana Ave #2,WA,12/16/18,Growers Outlet,growers-outlet,recreational,98586,0,
245,https://weedmaps.com/dispensaries/growers-outlet,"613 Montana Ave #2,South Bend,Washington 98586",South Bend,growersoutlet1@gmail.com,613 Montana Ave #2,WA,6/23/19,Growers Outlet,growers-outlet,recreational,98586,0,
245,https://weedmaps.com/dispensaries/kitsap-cannabis-kelso,"614 Grade Street,Kelso,Washington 98626",Kelso,kitsapcannabis3@gmail.com,614 Grade Street,WA,6/23/19,Kitsap Cannabis Kelso,kitsap-cannabis-kelso,recreational,98626,0,
127,http://weedmaps.com/dispensaries/pacific-cannabis-company-2,"625 N Callow Ave, Bremerton, WA 98312",Bremerton,info@paccanco.com,625 N Callow Ave,WA,5/22/16,Pacific Cannabis Company,,recreational,98312,0,
154,https://weedmaps.com/dispensaries/pacific-cannabis-company-2,"625 N Callow Ave, Bremerton, WA 98312",Bremerton,info@paccanco.com,625 N Callow Ave,WA,11/25/16,Pacific Cannabis Company,,recreational,98312,0,
184,https://weedmaps.com/dispensaries/pacific-cannabis-company-2,"625 N Callow Ave, Bremerton, WA 98312",Bremerton,info@paccanco.com,625 N Callow Ave,WA,5/27/17,Pacific Cannabis Company,,recreational,98312,0,
215,https://weedmaps.com/dispensaries/pacific-cannabis-company-2,"625 N Callow Ave., Bremerton, WA 98312",Bremerton,info@paccanco.com,625 N Callow Ave.,WA,11/25/17,Pacific Cannabis Company,,recreational,98312,0,
227,https://weedmaps.com/dispensaries/pacific-cannabis-company-2,"625 N Callow Ave., Bremerton, WA 98312",Bremerton,info@paccanco.com,625 N Callow Ave.,WA,5/26/18,Pacific Cannabis Company,pacific-cannabis-company-2,recreational,98312,0,
242,https://weedmaps.com/dispensaries/pacific-cannabis-company-2,"625 N Callow Ave., Bremerton, WA 98312",Bremerton,info@paccanco.com,625 N Callow Ave.,WA,12/16/18,Pacific Cannabis Company,pacific-cannabis-company-2,recreational,98312,0,
245,https://weedmaps.com/dispensaries/pacific-cannabis-company-2,"625 N Callow Ave.,Bremerton,Washington 98312",Bremerton,info@paccanco.com,625 N Callow Ave.,WA,6/23/19,Pacific Cannabis Company,pacific-cannabis-company-2,recreational,98312,0,
101,http://weedmaps.com/dispensaries/kushmart-everett,"6309 Evergreen Way, Everett, Washington 98203",Everett,kushmart99@outlook.com,6309 Evergreen Way,WA,11/21/15,KushMart,,recreational,98203,0,
127,http://weedmaps.com/dispensaries/kushmart-everett,"6309 Evergreen Way, Everett, Washington 98203",Everett,kushmart99@outlook.com,6309 Evergreen Way,WA,5/22/16,KushMart,,recreational,98203,0,
184,https://weedmaps.com/dispensaries/kushmart-everett,"6309 Evergreen Way, Everett, Washington 98203",Everett,kushmart99@outlook.com,6309 Evergreen Way,WA,5/27/17,KushMart,,recreational,98203,0,
215,https://weedmaps.com/dispensaries/kushmart-everett,"6309 Evergreen Way, Everett, Washington 98203",Everett,kushmart99@outlook.com,6309 Evergreen Way,WA,11/25/17,KushMart,,recreational,98203,0,
154,https://weedmaps.com/dispensaries/theorem-cannabis-2-2,"6323 NE Bothell Way, Kenmore, WA 98208",Kenmore,inquiry@theoremcannabis.com,6323 NE Bothell Way,WA,11/25/16,Theorem Cannabis,,recreational,98208,0,
184,https://weedmaps.com/dispensaries/theorem-cannabis-2-2,"6323 NE Bothell Way, Kenmore, WA 98208",Kenmore,inquiry@theoremcannabis.com,6323 NE Bothell Way,WA,5/27/17,Theorem Cannabis,,recreational,98208,0,
215,https://weedmaps.com/dispensaries/theorem-cannabis-2-2,"6323 NE Bothell Way, Kenmore, WA 98208",Kenmore,inquiry@theoremcannabis.com,6323 NE Bothell Way,WA,11/25/17,Theorem Cannabis,,recreational,98208,0,
227,https://weedmaps.com/dispensaries/theorem-cannabis-2-2,"6323 NE Bothell Way, Kenmore, WA 98208",Kenmore,inquiry@theoremcannabis.com,6323 NE Bothell Way,WA,5/26/18,Theorem Cannabis,theorem-cannabis-2-2,recreational,98208,0,
242,https://weedmaps.com/dispensaries/theorem-cannabis-2-2,"6323 NE Bothell Way, Kenmore, WA 98208",Kenmore,inquiry@theoremcannabis.com,6323 NE Bothell Way,WA,12/16/18,Theorem Cannabis,theorem-cannabis-2-2,recreational,98208,0,
245,https://weedmaps.com/dispensaries/theorem-cannabis-2-2,"6323 NE Bothell Way,Kenmore,Washington 98208",Kenmore,inquiry@theoremcannabis.com,6323 NE Bothell Way,WA,6/23/19,Theorem Cannabis,theorem-cannabis-2-2,recreational,98208,0,
227,https://weedmaps.com/dispensaries/euphoric360,"6326 Martin Way E, Lacey, WA 98516",Lacey,euphoric360lacey@gmail.com,6326 Martin Way E,WA,5/26/18,Euphoric360,euphoric360,recreational,98516,0,
242,https://weedmaps.com/dispensaries/euphoric360,"6326 Martin Way E, Lacey, WA 98516",Lacey,euphoric360lacey@gmail.com,6326 Martin Way E,WA,12/16/18,Euphoric360,euphoric360,recreational,98516,0,
245,https://weedmaps.com/dispensaries/euphoric360,"6326 Martin Way E,Lacey,Washington 98516",Lacey,euphoric360lacey@gmail.com,6326 Martin Way E,WA,6/23/19,Euphoric360,euphoric360,recreational,98516,0,
184,https://weedmaps.com/dispensaries/golden-dispensaries,"650 Llame Lane, Goldendale, Wa 98620",Goldendale,tbd@gmail.com,650 Llame Lane,WA,5/27/17,Golden Dispensaries,,recreational,98620,0,
127,http://weedmaps.com/dispensaries/high-5-cannabis-2,"6511 NE 137th Ave. -, Orchards - Vancouver, WA 98682",Orchards - Vancouver,info@high5cannabis.com,6511 NE 137th Ave. -,WA,5/23/16,High 5 Cannabis,,recreational,98682,0,
154,https://weedmaps.com/dispensaries/high-5-cannabis-2,"6511 NE 137th Ave. -, Orchards - Vancouver, WA 98682",Orchards - Vancouver,info@high5cannabis.com,6511 NE 137th Ave. -,WA,11/25/16,High 5 Cannabis,,recreational,98682,0,
184,https://weedmaps.com/dispensaries/high-5-cannabis-2,"6511 NE 137th Ave. -, Orchards - Vancouver, WA 98682",Orchards - Vancouver,info@high5cannabis.com,6511 NE 137th Ave. -,WA,5/27/17,High 5 Cannabis,,recreational,98682,0,
215,https://weedmaps.com/dispensaries/high-5-cannabis-2,"6511 NE 137th Ave. -, Orchards - Vancouver, WA 98682",Orchards - Vancouver,info@high5cannabis.com,6511 NE 137th Ave. -,WA,11/25/17,High 5 Cannabis,,recreational,98682,0,
227,https://weedmaps.com/dispensaries/high-5-cannabis-2,"6511 NE 137th Ave. -, Orchards - Vancouver, WA 98682",Orchards - Vancouver,info@high5cannabis.com,6511 NE 137th Ave. -,WA,5/26/18,High 5 Cannabis,high-5-cannabis-2,recreational,98682,0,
242,https://weedmaps.com/dispensaries/high-5-cannabis-2,"6511 NE 137th Ave. -, Orchards - Vancouver, WA 98682",Orchards - Vancouver,info@high5cannabis.com,6511 NE 137th Ave. -,WA,12/16/18,High 5 Cannabis,high-5-cannabis-2,recreational,98682,0,
245,https://weedmaps.com/dispensaries/high-5-cannabis-2,"6511 NE 137th Ave.,Orchards - Vancouver,Washington 98682",Orchards - Vancouver,info@high5cannabis.com,6511 NE 137th Ave.,WA,6/23/19,High 5 Cannabis,high-5-cannabis-2,recreational,98682,0,
154,https://weedmaps.com/dispensaries/new-vansterdam-2,"6515 E Mill Plain Blvd, Vancouver, WA 98661",Vancouver,info@newvansterdam.com,6515 E Mill Plain Blvd,WA,11/25/16,New Vansterdam - Vancouver,,recreational,98661,0,
184,https://weedmaps.com/dispensaries/new-vansterdam-2,"6515 E Mill Plain Blvd, Vancouver, WA 98661",Vancouver,info@newvansterdam.com,6515 E Mill Plain Blvd,WA,5/27/17,New Vansterdam - Vancouver,,recreational,98661,0,
215,https://weedmaps.com/dispensaries/new-vansterdam-2,"6515 E Mill Plain Blvd, Vancouver, WA 98661",Vancouver,info@newvansterdam.com,6515 E Mill Plain Blvd,WA,11/25/17,New Vansterdam - Vancouver,,recreational,98661,0,
227,https://weedmaps.com/dispensaries/new-vansterdam-2,"6515 E Mill Plain Blvd, Vancouver, WA 98661",Vancouver,info@newvansterdam.com,6515 E Mill Plain Blvd,WA,5/26/18,New Vansterdam - Vancouver,new-vansterdam-2,recreational,98661,0,
242,https://weedmaps.com/dispensaries/new-vansterdam-2,"6515 E Mill Plain Blvd, Vancouver, WA 98661",Vancouver,info@newvansterdam.com,6515 E Mill Plain Blvd,WA,12/16/18,New Vansterdam - Vancouver,new-vansterdam-2,recreational,98661,0,
245,https://weedmaps.com/dispensaries/new-vansterdam-2,"6515 E Mill Plain Blvd,Vancouver,Washington 98661",Vancouver,info@newvansterdam.com,6515 E Mill Plain Blvd,WA,6/23/19,New Vansterdam - Vancouver,new-vansterdam-2,recreational,98661,0,
101,http://weedmaps.com/dispensaries/cannabis-glass-recreational,"6620 N Market St Suite 100, Spokane, WA 99217",Spokane,info@cannabisandglass.com,6620 N Market St Suite 100,WA,11/22/15,Cannabis and Glass - Spokane Recreational,,recreational,99217,0,
215,https://weedmaps.com/dispensaries/cannabis-tree,"6620 N MARKET St SUITE 101, Spokane, WA 99217",Spokane,administrator@weedmall.biz,6620 N MARKET ST SUITE 101,WA,11/25/17,Cannabis Tree,,recreational,99217,1,Manual Validation
227,https://weedmaps.com/dispensaries/cannabis-tree,"6620 N MARKET St SUITE 101, Spokane, WA 99217",Spokane,administrator@weedmall.biz,6620 N MARKET ST SUITE 101,WA,5/26/18,Cannabis Tree,cannabis-tree,recreational,99217,1,Manual Validation
242,https://weedmaps.com/dispensaries/cannabis-tree,"6620 N MARKET St SUITE 101, Spokane, WA 99217",Spokane,administrator@weedmall.biz,6620 N MARKET ST SUITE 101,WA,12/16/18,Cannabis Tree,cannabis-tree,recreational,99217,1,Manual Validation
