scrape,wmsite,dispensaryname,address,street,city,zipcode,email,phone,dateaccess,med_rec,ManuallyCleaned,Source
185,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  *** OPEN NOW***,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,6/3/17,recreational,0,
186,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  *** OPEN NOW***,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,6/10/17,recreational,0,
187,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  *** OPEN NOW***,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  *** OPEN NOW***,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  *** OPEN NOW***,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  *** OPEN NOW***,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  *** OPEN NOW***,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  ,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  ,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  ,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  ,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  ,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/tacoma-greenthumb-port-orchard,Fillabong 2 -Bremerton  ,"3249 Perry Ave Suite B, Bremerton, WA 98310",3249 Perry Ave Suite B,Bremerton,98310,fillabong2016@outlook.com,(360) 627-9948,9/30/17,recreational,0,
150,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,10/22/16,recreational,0,
152,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,11/12/16,recreational,0,
153,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,11/17/16,recreational,0,
154,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,11/25/16,recreational,0,
158,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,12/13/16,recreational,0,
169,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,2/25/17,recreational,0,
171,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,3/4/17,recreational,0,
173,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,3/11/17,recreational,0,
174,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,3/18/17,recreational,0,
175,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,3/25/17,recreational,0,
176,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,4/1/17,recreational,0,
177,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,4/8/17,recreational,0,
178,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,4/15/17,recreational,0,
179,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,4/22/17,recreational,0,
180,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,4/29/17,recreational,0,
181,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,5/6/17,recreational,0,
182,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,5/14/17,recreational,0,
183,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,5/20/17,recreational,0,
184,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,5/27/17,recreational,0,
185,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,6/3/17,recreational,0,
186,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,6/10/17,recreational,0,
187,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/thc-of-lacey,THC of Lacey,"6725 Martin Way East, Olympia, WA 98516",6725 Martin Way East,Olympia,98516,thcoflacey@gmail.com,360-515-0258,9/30/17,recreational,0,
189,https://weedmaps.com/dispensaries/the-bakeree,The Baker,"74 South Lucile Street, Seattle, WA 98134",74 South Lucile Street,Seattle,98134,info@thebakereeseattle.com,206-659-0574,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/the-bakeree,The Baker,"74 South Lucile Street, Seattle, WA 98134",74 South Lucile Street,Seattle,98134,info@thebakereeseattle.com,206-659-0574,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/the-bakeree,The Baker,"74 South Lucile Street, Seattle, WA 98134",74 South Lucile Street,Seattle,98134,info@thebakereeseattle.com,206-659-0574,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/the-bakeree,The Baker,"74 South Lucile Street, Seattle, WA 98134",74 South Lucile Street,Seattle,98134,info@thebakereeseattle.com,206-659-0574,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/the-bakeree,The Baker,"74 South Lucile Street, Seattle, WA 98134",74 South Lucile Street,Seattle,98134,info@thebakereeseattle.com,206-659-0574,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/the-bakeree,The Baker,"74 South Lucile Street, Seattle, WA 98134",74 South Lucile Street,Seattle,98134,info@thebakereeseattle.com,206-659-0574,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/the-bakeree,The Baker,"74 South Lucile Street, Seattle, WA 98134",74 South Lucile Street,Seattle,98134,info@thebakereeseattle.com,206-659-0574,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/the-bakeree,The Baker,"74 South Lucile Street, Seattle, WA 98134",74 South Lucile Street,Seattle,98134,info@thebakereeseattle.com,206-659-0574,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/the-bakeree,The Baker,"74 South Lucile Street, Seattle, WA 98134",74 South Lucile Street,Seattle,98134,info@thebakereeseattle.com,206-659-0574,9/30/17,recreational,0,
150,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,10/22/16,recreational,0,
152,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,11/12/16,recreational,0,
153,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,11/18/16,recreational,0,
154,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,11/25/16,recreational,0,
158,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,12/13/16,recreational,0,
169,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,2/25/17,recreational,0,
171,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,3/4/17,recreational,0,
173,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,3/11/17,recreational,0,
174,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,3/18/17,recreational,0,
175,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,3/25/17,recreational,0,
176,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,4/1/17,recreational,0,
177,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,4/8/17,recreational,0,
178,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,4/15/17,recreational,0,
179,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,4/22/17,recreational,0,
180,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,4/29/17,recreational,0,
181,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,5/6/17,recreational,0,
182,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,5/14/17,recreational,0,
183,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,5/20/17,recreational,0,
184,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,5/27/17,recreational,0,
185,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,6/3/17,recreational,0,
186,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,6/10/17,recreational,0,
187,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,9/23/17,recreational,0,
207,https://weedmaps.com/dispensaries/the-cannabis-corner,The Cannabis Corner,"420 Evergreen Drive, North Bonneville, WA 98639",420 Evergreen Drive,North Bonneville,98639,info@thecannabiscorner.org,509-427-4393,9/30/17,recreational,0,
150,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,Dino@cannaoasis.com,253-507-5180,10/22/16,recreational,0,
152,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,Dino@cannaoasis.com,253-507-5180,11/12/16,recreational,0,
153,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,Dino@cannaoasis.com,253-507-5180,11/17/16,recreational,0,
154,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,Dino@cannaoasis.com,253-507-5180,11/25/16,recreational,0,
169,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,2/25/17,recreational,0,
171,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,3/4/17,recreational,0,
173,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,3/11/17,recreational,0,
174,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,3/18/17,recreational,0,
175,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,3/25/17,recreational,0,
176,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,4/1/17,recreational,0,
177,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,4/8/17,recreational,0,
178,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,4/15/17,recreational,0,
179,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,4/22/17,recreational,0,
180,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,4/29/17,recreational,0,
181,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,5/6/17,recreational,0,
182,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,5/14/17,recreational,0,
183,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,5/20/17,recreational,0,
185,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,The Cannabis Oasis,"2128 S. 37th Street, Tacoma, Wa 98409",2128 S. 37th Street,Tacoma,98409,info@thecannabisoasis.com,253-507-5180,6/3/17,recreational,0,
150,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"591 State Route 821, Yakima, Wa 98901",591 State Route 821,Yakima,98901,canyoncanna@gmail.com,509-452-5627,10/22/16,recreational,0,
152,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"591 State Route 821, Yakima, Wa 98901",591 State Route 821,Yakima,98901,canyoncanna@gmail.com,509-452-5627,11/12/16,recreational,0,
153,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"591 State Route 821, Yakima, Wa 98901",591 State Route 821,Yakima,98901,canyoncanna@gmail.com,509-452-5627,11/18/16,recreational,0,
154,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"591 State Route 821, Yakima, Wa 98901",591 State Route 821,Yakima,98901,canyoncanna@gmail.com,509-452-5627,11/25/16,recreational,0,
158,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"591 State Route 821, Yakima, Wa 98901",591 State Route 821,Yakima,98901,canyoncanna@gmail.com,509-452-5627,12/13/16,recreational,0,
169,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"591 State Route 821, Yakima, Wa 98901",591 State Route 821,Yakima,98901,canyoncanna@gmail.com,509-452-5627,2/25/17,recreational,0,
186,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"3120 Maple Way Road, Gleed, WA 98904",3120 Maple Way Road,Gleed,98904,canyoncanna@gmail.com,509-452-5627,6/10/17,recreational,0,
187,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"3120 Maple Way Road, Gleed, WA 98904",3120 Maple Way Road,Gleed,98904,canyoncanna@gmail.com,509-452-5627,6/17/17,recreational,0,
188,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"3120 Maple Way Road, Gleed, WA 98904",3120 Maple Way Road,Gleed,98904,canyoncanna@gmail.com,509-452-5627,6/25/17,recreational,0,
189,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"3120 Maple Way Road, Gleed, WA 98904",3120 Maple Way Road,Gleed,98904,canyoncanna@gmail.com,509-452-5627,7/2/17,recreational,0,
190,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"3120 Maple Way Road, Gleed, WA 98904",3120 Maple Way Road,Gleed,98904,canyoncanna@gmail.com,509-452-5627,7/8/17,recreational,0,
191,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"3120 Maple Way Road, Gleed, WA 98904",3120 Maple Way Road,Gleed,98904,canyoncanna@gmail.com,509-452-5627,7/16/17,recreational,0,
192,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"3120 Maple Way Road, Gleed, WA 98904",3120 Maple Way Road,Gleed,98904,canyoncanna@gmail.com,509-452-5627,7/22/17,recreational,0,
193,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"3120 Maple Way Road, Gleed, WA 98904",3120 Maple Way Road,Gleed,98904,canyoncanna@gmail.com,509-452-5627,7/29/17,recreational,0,
198,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"3120 Maple Way Road, Gleed, WA 98904",3120 Maple Way Road,Gleed,98904,canyoncanna@gmail.com,509-452-5627,9/2/17,recreational,0,
205,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"3120 Maple Way Road, Gleed, WA 98904",3120 Maple Way Road,Gleed,98904,canyoncanna@gmail.com,509-452-5627,9/16/17,recreational,0,
206,https://weedmaps.com/dispensaries/the-canyon-2,The Canyon,"3120 Maple Way Road, Gleed, WA 98904",3120 Maple Way Road,Gleed,98904,canyoncanna@gmail.com,509-452-5627,9/23/17,recreational,0,
