Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,ManuallyCleaned,Source
MISTER BUDS                                  ,414735,6.02E+15,536 MARINE DR STE B           ,                         ,PORT ANGELES            ,WA,CLALLAM,983632230,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160923,3607971966,0,0
GOODBUDS                                     ,415294,6.02E+15,5384 NW K RD STE A            ,                         ,QUINCY                  ,WA,GRANT,988480000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170308,5093988843,0,0
CANNA WEST SEATTLE                           ,424057,6.03E+15,5435 CALIFORNIA AVE SW        ,                         ,SEATTLE                 ,WA,KING,981361512,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170324,2066969240,0,0
LTC                                          ,420666,6.03E+15,5440 CALIFORNIA AVE SW        ,                         ,SEATTLE                 ,WA,KING,981361513,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170130,2066969240,0,0
BLOWIN SMOKE                                 ,414902,6.03E+15,545 C HWY 395 S               ,                         ,COLVILLE                ,WA,STEVENS,991140000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160225,5096758564,0,0
BELLINGHAM MARIJUANA                         ,422612,6.04E+15,5463 GUIDE MERIDIAN RD        ,                         ,BELLINGHAM              ,WA,WHATCOM,982269771,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170401,2067553751,0,0
HERBAN LEGENDS                               ,420291,6.03E+15,55 BELL ST STE 100            ,                         ,SEATTLE                 ,WA,KING,981211762,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170407,2068495596,0,0
KING CRONIC 3                                ,413846,6.04E+15,551 14TH AVE                  ,                         ,LONGVIEW                ,WA,COWLITZ,986321601,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161114,3609676056,0,0
ISLAND HERB                                  ,413727,6.03E+15,5565 VANBARR PLACE UNIT F     ,                         ,FREELAND                ,WA,ISLAND,982490000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161115,3603312898,0,0
ALL GREEN ORGANIC                            ,413345,6.03E+15,560-1 HAWK HAVEN RD           ,                         ,CLE ELUM                ,WA,KITTITAS,989228421,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160308,2532195040,0,0
"PABLO & CO., LLC                             ",422138,6.04E+15,5602 STATE ROUTE 270 STE B    ,                         ,PULLMAN                 ,WA,WHITMAN,991638708,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170118,4257896996,0,0
AIRPLANE MODE                                ,420749,6.04E+15,5608 117TH ST SW              ,                         ,LAKEWOOD                ,WA,PIERCE,984994913,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170731,8087828937,0,0
SATORI                                       ,422703,6.04E+15,5623 W CLEARWATER AVE STE B   ,                         ,KENNEWICK               ,WA,BENTON,993361966,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170717,5202508988,0,0
THE KUSHERY                                  ,415507,6.03E+15,5626 134TH PL SE STE B        ,                         ,EVERETT                 ,WA,SNOHOMISH,982080000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170324,4256337515,0,0
THC OF OLYMPIA                               ,368015,6.04E+15,5628 OLD HWY 410 SW STE A     ,STE A                    ,OLYMPIA                 ,WA,THURSTON,985129422,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170327,3605616364,0,0
2020 SOLUTIONS                ,413314,6.03E+15,5655 GUIDE MERIDIAN STE A     ,                         ,BELLINGHAM              ,WA,WHATCOM,982269722,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170623,3607342020,0,0
CANNAZONE                                    ,421813,6.03E+15,5655 GUIDE MERIDIAN STE B     ,SUITE B                  ,BELLINGHAM              ,WA,WHATCOM,982269722,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170124,8602092288,0,0
MILLER'S MARIJUANA                           ,415001,6.03E+15,5675 STATE ROUTE 12 STE 1     ,                         ,ELMA                    ,WA,GRAYS HARBOR,985410000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161129,3604709265,0,0
AUDYSEA                                      ,422175,6.04E+15,5703 OLYMPIC HWY              ,                         ,ABERDEEN                ,WA,GRAYS HARBOR,985200000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170606,3605616972,0,0
OSJ INCORPORATED                             ,422768,6.04E+15,5705 OLYMPIC HWY              ,                         ,ABERDEEN                ,WA,GRAYS HARBOR,985208864,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,2532269284,0,0
THE HAPPY CROP SHOPPE                        ,413600,6.03E+15,5736 VALE RD                  ,                         ,CASHMERE                ,WA,CHELAN,988150000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161019,5098882454,0,0
T BROTHERS BUD LODGE                         ,414002,6.03E+15,5740 RUDDEL RD  STE C         ,                         ,LACEY                   ,WA,THURSTON,985030000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161205,3602597610,0,0
KEYSTONE CREATIONS                           ,414089,6.03E+15,5809 112TH ST E               ,BLDG A                   ,PUYALLUP                ,WA,PIERCE,983730000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160720,2533559704,0,0
112TH STREET CANNABIS                        ,423413,6.03E+15,5809 112TH ST E BLDG B        ,                         ,PUYALLUP                ,WA,PIERCE,983734323,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161014,2067926857,0,0
SWEET JANE                                   ,413503,6.03E+15,5815 112TH ST E               ,                         ,PUYALLUP                ,WA,PIERCE,983730000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170113,2063341780,0,0
WHIDBEY ISLAND CANNABIS CO.                  ,417511,6.03E+15,5826 S KRAMER RD STE A        ,                         ,LANGLEY                 ,WA,ISLAND,982609236,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170131,3603216151,0,0
VISION RESEARCH GROUP LLC                    ,422695,6.03E+15,5826 SOUTH KRAMER ROAD # A-2  ,                         ,LANGLEY                 ,WA,ISLAND,98260,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160329,2066173676,0,0
WASHINGTON RETAIL PARTNERS                   ,415148,6.04E+15,591 STATE RTE 821  STE B      ,STE B                    ,YAKIMA                  ,WA,YAKIMA,989019396,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170324,5094065852,0,0
TRIPLE C COLLECTIVE                          ,420785,6.03E+15,5917 N 26TH ST STE A          ,                         ,TACOMA                  ,WA,PIERCE,984072359,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170712,NONE GIVEN,0,0
FLOYD'S CANNABIS COMPANY                     ,422055,6.04E+15,5952 AIRPORT RD               ,                         ,PULLMAN                 ,WA,WHITMAN,991638958,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170725,2065270435,0,0
CLOUD 9                                      ,422595,6.04E+15,5952 AIRPORT RD STE A         ,                         ,PULLMAN                 ,WA,WHITMAN,991638958,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160323,4253518932,0,0
420 CAPITOL                                  ,424848,6.04E+15,5980 CAPITOL BLVD SE          ,                         ,TUMWATER                ,WA,THURSTON,985015274,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170724,3604026368,0,0
ROSLYN HERBS                                 ,414460,6.03E+15,600 S FIRST STREET            ,                         ,ROSLYN                  ,WA,KITTITAS,989410000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161227,4256478338,0,0
THE HERBERY                                  ,413848,6.03E+15,6018 NE ST JOHNS RD STE D     ,                         ,VANCOUVER               ,WA,CLARK,986610000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161128,3609490319,0,0
ALL NATURAL HERBS LLC                        ,422709,6.04E+15,6020 PACIFIC AVE SE # M1973   ,                         ,LACEY                   ,WA,THURSTON,985031319,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160329,3602393363,0,0
NATURAL HEALTH COLLECTIVE                    ,421502,6.03E+15,6020 PACIFIC AVE SE STE M     ,                         ,LACEY                   ,WA,THURSTON,985031319,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151215,3602393363,0,0
MARIJUANA MART                               ,419640,6.03E+15,6039 SW 197TH AVE             ,                         ,ROCHESTER               ,WA,THURSTON,985799250,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161205,3608587188,0,0
CANNABIS & GLASS                             ,360307,6.03E+15,605 E FRANCIS                 ,                         ,SPOKANE                 ,WA,SPOKANE,992080000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161215,5099991112,0,0
CULT. CANNABIS CO.                           ,413729,6.03E+15,6061 PORTAL WAY               ,                         ,FERNDALE                ,WA,WHATCOM,982489360,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170626,3605941122,0,0
SEATTLE PATIENTS GROUP INC                   ,422445,6.03E+15,607 AARON DR SUITE B          ,                         ,RICHLAND                ,WA,BENTON,99352,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160315,2066438576,0,0
GREEN REVOLUTION LLC                         ,422751,6.04E+15,6101 NE MINDER RD STE A-2     ,                         ,POULSBO                 ,WA,KITSAP,983708852,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160331,2062915544,0,0
GROWERS OUTLET                               ,415124,6.03E+15,613 MONTANA AVE STE 2         ,                         ,SOUTH BEND              ,WA,PACIFIC,985860000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170329,3605415888,0,0
THE 420 GRASS STATION                        ,421786,6.04E+15,6131 CAPITOL BLVD S SUITE B   ,                         ,TUMWATER                ,WA,THURSTON,985015270,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170517,3604026368,0,0
BELLEVUE MARIJUANA                           ,415253,6.03E+15,614 116TH AVE NE              ,                         ,BELLEVUE                ,WA,KING,980045206,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161014,4254535749,0,0
SKY HIGH POT SHOP                            ,414749,6.04E+15,6167 PORTAL WAY               ,                         ,FERNDALE                ,WA,WHATCOM,982489363,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170630,2063357713,0,0
IGREEN                                       ,421629,6.01E+15,6204 201ST AVE SW             ,                         ,ROCHESTER               ,WA,THURSTON,985798806,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151224,3602667566,0,0
PACIFIC CANNABIS COMPANY                     ,414656,6.03E+15,625 N CALLOW AVE              ,                         ,BREMERTON               ,WA,KITSAP,983123903,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161123,3606162014,0,0
JDT VENTURES                                 ,414886,6.03E+15,6307 N 1ST CIR                ,                         ,RIDGEFIELD              ,WA,CLARK,986423354,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170124,3608922878,0,0
TEAM CREME                                   ,414663,6.04E+15,6307 NE ST JOHNS RD SUITE E   ,                         ,VANCOUVER               ,WA,CLARK,986611246,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170605,5093276833,0,0
KUSHMART                                     ,414520,6.03E+15,6309 EVERGREEN WAY STE C      ,                         ,EVERETT                 ,WA,SNOHOMISH,982034559,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161115,2067691282,0,0
GRINGO CALIENTE                              ,421845,6.03E+15,6319 NE BOTHELL WAY STE A     ,                         ,KENMORE                 ,WA,KING,980288940,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),        ,2067907229,0,0
THEOREM                                      ,415115,6.03E+15,6323 NE BOTHEL WAY            ,                         ,KENMORE                 ,WA,KING,980280000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161109,2066418344,0,0
EUPHORIC 360                                 ,425185,6.04E+15,6326 MARTIN WAY E STE 103     ,                         ,LACEY                   ,WA,THURSTON,985165561,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170711,2063600295,0,0
THE BIG BUD MART                             ,422205,6.04E+15,6326 MARTIN WAY E SUITE 207   ,                         ,LACEY                   ,WA,THURSTON,985165561,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170630,2063900295,0,0
GOLDEN DISPENSARIES                          ,414292,6.03E+15,650 LLAMA LN                  ,                         ,GOLDENDALE              ,WA,KLICKITAT,986209140,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170223,5097730700,0,0
"WEST COAST ENGINE DESIGN, LLC                ",422753,6.03E+15,6501 LAKE WASHINGTON BLVD     ,APT 203 -A               ,KIRKLAND                ,WA,KING,980333536,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,4256437780,0,0
HIGH-5 CANNABIS                              ,421702,6.03E+15,6511 NE 137TH AVE             ,                         ,VANCOUVER               ,WA,CLARK,986825948,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170628,3609475404,0,0
NEW VANSTERDAM                               ,413732,6.03E+15,6515 E MILL PLAIN BLVD        ,                         ,VANCOUVER               ,WA,CLARK,986617455,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170412,3605974739,0,0
418BAL ACCESS RETAIL                         ,414418,6.03E+15,661 NESS' CORNER RD           ,                         ,PORT HADLOCK            ,WA,JEFFERSON,983390000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160428,3602977996,0,0
L & M MANAGEMENT LLC                         ,421375,6.03E+15,6611 KITSAP WAY               ,                         ,BREMERTON               ,WA,KITSAP,983121741,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151124,3607102404,0,0
HIDDEN JOINT                                 ,422431,6.04E+15,6620 N MARKET ST STE 100      ,                         ,SPOKANE                 ,WA,SPOKANE,992177809,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170609,5099901089,0,0
CANNABIS & GLASS                             ,415243,6.03E+15,6620 N MARKET ST SUITE 100    ,                         ,SPOKANE                 ,WA,SPOKANE,992177809,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160212,5099991112,0,0
CANNABIS TREE                                ,422992,6.04E+15,6620 N MARKET ST SUITE 101    ,                         ,SPOKANE                 ,WA,SPOKANE,992177809,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170609,5099901089,0,0
GREEN OUTFITTERS                             ,413798,6.03E+15,668 OCEAN SHORES BLVD NW      ,                         ,OCEAN SHORES            ,WA,GRAYS HARBOR,985699344,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170109,4252684391,0,0
THC OF LACEY                                 ,421335,6.04E+15,6725 MARTIN WAY E             ,                         ,OLYMPIA                 ,WA,THURSTON,985165541,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170425,3605397291,0,0
PACIFIC NORTHWEST GREEN LEAF                 ,421877,6.04E+15,6733 STATE HWY 303 NE         ,                         ,BREMERTON               ,WA,KITSAP,983113736,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170227,4257858622,0,0
"DANK'S WONDER EMPORIUM, LLC                  ",423571,6.03E+15,6906 MARTIN WAY E             ,STE A                    ,OLYMPIA                 ,WA,THURSTON,985165567,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170615,2535075435,0,0
BUD HUT                                      ,422332,6.04E+15,70 SALTSPRING DR  UNIT 2A     ,UNIT 2A                  ,FRIDAY HARBOR           ,WA,SAN JUAN,982509062,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170704,3606681111,0,0
CINDER                                       ,413940,6.03E+15,7011 N DIVISION ST STE A      ,                         ,SPOKANE                 ,WA,SPOKANE,992083968,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170209,5092930365,0,0
HIGHWAY 7                                    ,414889,6.03E+15,7046 PACIFIC AVE              ,                         ,TACOMA                  ,WA,PIERCE,984087219,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170417,2536917293,0,0
CANNABIS SUPER STORE                         ,402780,6.04E+15,705 EAST 1ST ST               ,                         ,CLE ELUM                ,WA,KITTITAS,989221252,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170414,5096745356,0,0
THE GREEN DOOR SEATTLE                       ,413357,6.03E+15,708 RAINIER AVE S  #108/109   ,                         ,SEATTLE                 ,WA,KING,981442814,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170214,2066187133,0,0
ROYAL'S CANNABIS                             ,415132,6.03E+15,7115 N DIVISION ST STE A      ,                         ,SPOKANE                 ,WA,SPOKANE,992086507,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170608,5099954896,0,0
SATORIMJ                                     ,422764,6.04E+15,712 5TH ST                    ,                         ,CLARKSTON               ,WA,ASOTIN,994032632,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170523,2062350635,0,0
STAR OUTLET                                  ,422010,6.03E+15,7157 GUIDE MERIDIAN RD #3     ,#3                       ,LYNDEN                  ,WA,WHATCOM,982649213,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161021,2533025792,0,0
HERB'S HOUSE                                 ,402039,6.03E+15,716 NW 65TH ST                ,                         ,SEATTLE                 ,WA,KING,981175049,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170317,2065577388,0,0
2020 SOLUTIONS                       ,364799,6.04E+15,7207 212TH ST SW              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980207735,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170418,3609154944,0,0
MISSION CONTROL                              ,422660,6.04E+15,7207 212TH ST SW  STE B       ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267735,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160326,2067475796,0,0
WEED EXPERTS                                 ,415629,6.03E+15,7207 EVERGREEN WAY            ,                         ,EVERETT                 ,WA,SNOHOMISH,982035629,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140109,5309191444,0,0
CANNA4LIFE                                   ,414211,6.03E+15,721 6TH ST                    ,                         ,CLARKSTON               ,WA,ASOTIN,994032001,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170421,5097801120,0,0
GREEN TOKEN CANNABIS                         ,421650,6.04E+15,7215 212TH ST SW              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267735,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170626,2532267186,0,0
RAINIER HAZE                                 ,421353,6.04E+15,7216 RAINIER AVE S            ,                         ,SEATTLE                 ,WA,KING,981183806,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160210,2063211814,0,0
FIRST RETAIL LLC                             ,420477,6.04E+15,7217 212TH ST SW              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267735,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20161130,3607463587,0,0
DUTCH PLUG LLC                               ,422719,6.04E+15,7219 NE HIGHWAY 99 STE 109    ,                         ,VANCOUVER               ,WA,CLARK,986658878,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160330,3603357823,0,0
BEAUTIFUL SUN LLC                            ,422804,6.04E+15,7226 MARTIN WAY E  STE C      ,                         ,OLYMPIA                 ,WA,THURSTON,985165533,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,3608904918,0,0
WSQ AT BURIEN LLC                            ,422922,6.04E+15,723 EAST B ST                 ,                         ,PASCO                   ,WA,FRANKLIN,993015819,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170711,2066043664,0,0
GREENFIELD COMPANY CANNABIS MERCANTILE       ,414356,6.03E+15,728 6TH ST                    ,                         ,CLARKSTON               ,WA,ASOTIN,994032012,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161201,2069621025,0,0
SWEET RELEAF CANNABIS                        ,422793,6.04E+15,728 6TH ST STE B              ,                         ,CLARKSTON               ,WA,ASOTIN,994032012,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,2069621025,0,0
WALLA WALLA WEEDERY                          ,425273,6.03E+15,728 IRENE ST                  ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993621604,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170727,5098764279,0,0
LUCID                                        ,415429,6.03E+15,7294 MARTIN WAY E             ,                         ,OLYMPIA                 ,WA,THURSTON,985165533,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161229,5304010839,0,0
HIGH SOCIETY                                 ,413533,6.03E+15,735 S. BURLINGTON BLVD        ,                         ,BURLINGTON              ,WA,SKAGIT,982332219,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170323,3606610168,0,0
GREEN LADY MARIJUANA                         ,423145,6.04E+15,7359 OLD PACIFIC HWY S        ,                         ,KALAMA                  ,WA,COWLITZ,986250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170206,3607898891,0,0
THE BAKEREE                                  ,421261,6.04E+15,74 S LUCILE ST STE 102        ,                         ,SEATTLE                 ,WA,KING,981342444,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170510,2066969765,0,0
GREEN STOP CANNABIS                          ,413801,6.03E+15,7466 MT BAKER HWY             ,                         ,MAPLE FALLS             ,WA,WHATCOM,982660000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161208,3607468734,0,0
THE GRASS IS ALWAYS GREENER                  ,413564,6.03E+15,7505 W LAKE SAMMAMISH PARKWAY ,NE SUITE B               ,REDMOND                 ,WA,KING,980524302,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131210,2064094398,0,0
NATURE'S GIFTS                               ,414181,6.03E+15,755 W WASHINGTON ST STE C     ,                         ,SEQUIM                  ,WA,CLALLAM,983823272,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161117,3607971993,0,0
AMERICAN HARVEST                             ,422954,6.03E+15,7550 US 97                    ,                         ,PESHASTIN               ,WA,CHELAN,988470000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170110,5033177035,0,0
CHAMBERS BAY CANNABIS COMPANY                ,423272,6.04E+15,7621 27TH ST W                ,                         ,UNIVERSITY PLACE        ,WA,PIERCE,984664107,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170707,3607106475,0,0
ANACORTES CANNABIS                           ,421652,6.03E+15,7656 STATE ROUTE 20 UNIT A    ,                         ,ANACORTES               ,WA,SKAGIT,982218311,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170110,3605886222,0,0
NORMAL HIGH                                  ,417659,6.03E+15,774 WATER ST STE C            ,                         ,CHINOOK                 ,WA,PACIFIC,986141345,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140311,3602449218,0,0
THE RETAIL POT SHOP                          ,412027,6.02E+15,7824 RIVER ROAD E             ,SUITE B                  ,PUYALLUP                ,WA,PIERCE,983713886,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170711,2532250200,0,0
STICKY'S                                     ,413836,6.03E+15,7831 NE HIGHWAY 99            ,                         ,VANCOUVER               ,WA,CLARK,986658836,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160314,5099521602,0,0
DANCING GYPSIES                              ,413529,6.03E+15,794 KENTUCKY ST               ,                         ,BELLINGHAM              ,WA,WHATCOM,982250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170306,2088192110,0,0
STEVES GREENS                                ,414353,6.03E+15,800 164TH ST SE STE O         ,                         ,MILL CREEK              ,WA,SNOHOMISH,980126301,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131217,4253503881,0,0
CLEAR CHOICE CANNABIS                        ,413358,6.03E+15,8001 S HOSMER ST              ,                         ,TACOMA                  ,WA,PIERCE,984081017,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170119,2534445444,0,0
LLJ MANAGEMENT LLC                           ,420886,6.03E+15,8001 S HOSMER ST STE C        ,                         ,TACOMA                  ,WA,PIERCE,984081017,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151027,2534445444,0,0
"SOLIDARITY AGENCY, LLC                       ",422053,6.04E+15,8004 MUKILTEO SPEEDWAY STE B3 ,                         ,MUKILTEO                ,WA,SNOHOMISH,982750015,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170720,4252492047,0,0
PATIENT2PATIENT                              ,422873,6.03E+15,8004 MUKILTEO SPEEDWAY STE B3A,                         ,MUKILTEO                ,WA,SNOHOMISH,982752653,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,4252490247,0,0
PAPER AND LEAF                               ,414812,6.03E+15,8040 NE DAY RD W BLDG 3 STE 1 ,                         ,BAINBRIDGE ISLAND       ,WA,KITSAP,981100000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161116,2067807814,0,0
BUD NATION                                   ,422596,6.04E+15,811 PACIFIC AVE S             ,                         ,KELSO                   ,WA,COWLITZ,986261609,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160323,2068198898,0,0
BUD HUT                                      ,415361,6.03E+15,8142 HIGHWAY 14               ,                         ,LYLE                    ,WA,KLICKITAT,986350000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161109,4254781077,0,0
GREEN TIKI CANNABIS                          ,81400,6.02E+15,8208 NE STATE HIGHWAY 104     ,STE 101                  ,KINGSTON                ,WA,KITSAP,983468430,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170728,3607106475,0,0
FREEDOM MARKET                               ,414280,6.03E+15,820 WESTSIDE HWY             ,                         ,KELSO                   ,WA,COWLITZ,986264355,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170627,3603550682,1,Manual Validation
THE HERBAL GARDENS                           ,414446,6.03E+15,824 S 28TH ST                 ,                         ,TACOMA                  ,WA,PIERCE,984098105,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160819,2532725265,0,0
SIMPLY CANNABIS                              ,422350,6.04E+15,827 E FRANCIS AVE             ,                         ,SPOKANE                 ,WA,SPOKANE,992083638,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170224,4065465411,0,0
PLAUSIBLE PRODUCTS                           ,421577,6.04E+15,8296 AVONDALE WAY NE STE B    ,                         ,REDMOND                 ,WA,KING,980523302,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170330,2066508928,0,0
"HERB-N-CARE, LLC                             ",422712,6.03E+15,8301 GREENWOOD AVE N          ,                         ,SEATTLE                 ,WA,KING,981034234,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160330,2069207778,0,0
CANNABIS PROVISIONS EAST                     ,423542,6.03E+15,831 N MILLER ST               ,                         ,WENATCHEE               ,WA,CHELAN,988012046,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170404,2533347082,0,0
MARY JANE'S HOUSE OF GRASS                   ,422158,6.03E+15,8312 E MILL PLAIN BLVD        ,                         ,VANCOUVER               ,WA,CLARK,986642007,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170531,3603357823,0,0
GREEN TO GOLD                                ,422759,6.03E+15,8325 212TH ST SW              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267435,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,2067557590,0,0
TOKEN HERB                                   ,400209,6.03E+15,837 A CRESCENT BEACH RD       ,                         ,EASTSOUND               ,WA,SAN JUAN,982451695,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161108,3603766900,0,0
EPHEMERAL TOAST                              ,421619,6.04E+15,8401 AURORA AVE N STE F       ,                         ,SEATTLE                 ,WA,KING,981034332,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170223,2066186094,0,0
ESHO FUNI                                    ,421618,6.04E+15,8401 AURORA AVE. N. STE A     ,                         ,SEATTLE                 ,WA,KING,981034332,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170418,2068568781,0,0
