License #,ID #,Trade Name,Issue Date,premise id,L/Street,L/City,CITY,County,Updated 2019,Gender,% Ownership,Self-Identified Race,Census Category,Race of Majority Ownership (Cumulative),Percent ofMajority,Ownership,Percent of Cumulative Majority,Final
415185,6033625930010001,THE SLOW BURN,20191226,394,308 W SEATTLE AVE STE F,MOXEE,5,39,Yes,Female,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415198,6034419900010001,T.H.C.SUPERMARKET,20190917,394,23221 EDMONDS WAY STE A,EDMONDS,0,31,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415202,6033561310010002,DAVE'S PLACE,20191217,394,10 MAPLE GROVE RD,SUNNYSIDE,8,39,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415202,6033561310010002,DAVE'S PLACE,20191217,394,10 MAPLE GROVE RD,SUNNYSIDE,8,39,No,F,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415203,6042734580010001,BUD NATION,20190627,394,9640 16TH AVE SW STE C & D,SEATTLE,0,17,No,M,1.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
415203,6042734580010001,BUD NATION,20190627,394,9640 16TH AVE SW STE C & D,SEATTLE,0,17,No,M,99.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
415211,6035601210010002,FILLABONG,20190912,394,2839 NW KITSAP PL STE A,SILVERDALE,0,18,No,F,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415211,6035601210010002,FILLABONG,20190912,394,2839 NW KITSAP PL STE A,SILVERDALE,0,18,No,F,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415216,6034419620010001,THE MARIJUANA MERCANTILE,20191226,394,8411 SR 92 STE 5,GRANITE FALLS,7,31,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415222,6034419610010001,CHRONIC SOLUTIONS,20190808,394,"212 W WINESAP RD STE 101, 102",BOTHELL,0,31,No,F,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415229,6033538680010003,POT ZONE,20191025,394,1703 SE SEDGWICK RD,PORT ORCHARD,2,18,No,M,60.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415229,6033538680010003,POT ZONE,20191025,394,1703 SE SEDGWICK RD,PORT ORCHARD,2,18,No,M,40.00%,White/Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415238,6040021480010001,PUFF N CHILL LLC,20190620,394,15919 HWY 99,LYNNWOOD,0,31,No,M,100.00%,Vietnamese,Asian,Asian,100%,Minority Owned,100%,Asian
415287,6027085610010002,KUSHMAN,20190126,394,11110 MUKILTEO SPEEDWAY,MUKILTEO,14,31,No,,8.33%,White ,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415287,6027085610010002,KUSHMAN,20190126,394,11110 MUKILTEO SPEEDWAY,MUKILTEO,14,31,No,M,91.67%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415294,6023777230010001,GOODBUDS,20190223,394,5384 NW K RD STE A,QUINCY,0,13,No,F,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415294,6023777230010001,GOODBUDS,20190223,394,5384 NW K RD STE A,QUINCY,0,13,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415303,6035683400010001,THE M STORE,20191018,394,1503 A E NOB HILL BLVD,YAKIMA,13,39,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415314,6034563770010001,MJ'S POT SHOP,20191217,394,1335 SE BISHOP BLVD,PULLMAN,12,38,No,F,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415333,6031909830010002,HAVE A HEART,20190205,394,12833 MARTIN LUTHER KING JR,SEATTLE,0,17,No,M,25.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415333,6031909830010002,HAVE A HEART,20190205,394,12833 MARTIN LUTHER KING JR,SEATTLE,0,17,No,M,25.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415333,6031909830010002,HAVE A HEART,20190205,394,12833 MARTIN LUTHER KING JR,SEATTLE,0,17,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415343,6033551240010001,THE ROOT CELLAR,20191227,394,23632 NE STATE ROUTE 3,BELFAIR,0,23,No,,2.90%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415343,6033551240010001,THE ROOT CELLAR,20191227,394,23632 NE STATE ROUTE 3,BELFAIR,0,23,No,F,7.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415343,6033551240010001,THE ROOT CELLAR,20191227,394,23632 NE STATE ROUTE 3,BELFAIR,0,23,No,M,8.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415343,6033551240010001,THE ROOT CELLAR,20191227,394,23632 NE STATE ROUTE 3,BELFAIR,0,23,No,M,9.80%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415343,6033551240010001,THE ROOT CELLAR,20191227,394,23632 NE STATE ROUTE 3,BELFAIR,0,23,No,M,11.80%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415343,6033551240010001,THE ROOT CELLAR,20191227,394,23632 NE STATE ROUTE 3,BELFAIR,0,23,No,M,14.70%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415343,6033551240010001,THE ROOT CELLAR,20191227,394,23632 NE STATE ROUTE 3,BELFAIR,0,23,No,M,16.80%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415343,6033551240010001,THE ROOT CELLAR,20191227,394,23632 NE STATE ROUTE 3,BELFAIR,0,23,No,M,29.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415348,6033565520010003,OZ.,20191214,394,3831 STONE WAY N,SEATTLE,26,17,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415361,6033525070010003,BUD HUT,20190919,394,8142 HIGHWAY 14,LYLE,0,20,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415406,6041299620010001,LOCAL ROOTS,20190503,394,13224 HWY 99 STE A,EVERETT,0,31,No,F,49.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415406,6041299620010001,LOCAL ROOTS,20190503,394,13224 HWY 99 STE A,EVERETT,0,31,No,M,51.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415410,6034196260010001,THE GREEN DOOR,20190704,394,28120 HWY 410 E UNIT A8,BUCKLEY,2,27,No,F,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415429,6033590350010002,LUCID,20181127,394,7294 MARTIN WAY E,OLYMPIA,0,34,No,M,62.00%,Asian-Pacific Islander,Multiracial,Multiracial,62%,Minority Owned,92%,Multiracial
415429,6033590350010002,LUCID,20181127,394,7294 MARTIN WAY E,OLYMPIA,0,34,No,M,8.00%,White,White,Multiracial,62%,Minority Owned,92%,Multiracial
415429,6033590350010002,LUCID,20181127,394,7294 MARTIN WAY E,OLYMPIA,0,34,No,M,30.00%,Black,Black or African American,Multiracial,62%,Minority Owned,92%,Multiracial
415445,6033597170010003,W.C.W. ENTERPRISES,20191205,394,3708 MT BAKER HWY,EVERSON,0,37,No,F,1.00%,Caucasian,White,White,91%,Non-Minority Owned,91%,Non-Minority Owned
415445,6033597170010003,W.C.W. ENTERPRISES,20191205,394,3708 MT BAKER HWY,EVERSON,0,37,No,F,9.00%,African-American,Black or African American,White,91%,Non-Minority Owned,91%,Non-Minority Owned
415445,6033597170010003,W.C.W. ENTERPRISES,20191205,394,3708 MT BAKER HWY,EVERSON,0,37,No,M,26.61%,Caucasian,White,White,91%,Non-Minority Owned,91%,Non-Minority Owned
415445,6033597170010003,W.C.W. ENTERPRISES,20191205,394,3708 MT BAKER HWY,EVERSON,0,37,No,M,27.58%,White,White,White,91%,Non-Minority Owned,91%,Non-Minority Owned
415445,6033597170010003,W.C.W. ENTERPRISES,20191205,394,3708 MT BAKER HWY,EVERSON,0,37,No,M,35.81%,White,White,White,91%,Non-Minority Owned,91%,Non-Minority Owned
415470,6043490150010001,BLUE IRON STREET LLC,20191011,394,2018 IRON ST STE A,BELLINGHAM,1,37,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415484,6043704230010002,"NINE DRAGONS PROJECT,LLC",20191213,394,449 WICHMAN ST S STE A,TENINO,5,34,Yes,Male,12.50%,Caucasian,White,Asian,88%,Minority Owned,88%,Asian
415484,6043704230010002,"NINE DRAGONS PROJECT,LLC",20191213,394,450 WICHMAN ST S STE A,TENINO,5,34,Yes,Female,12.50%,Asian,Asian,Asian,88%,Minority Owned,88%,Asian
415484,6043704230010002,"NINE DRAGONS PROJECT,LLC",20191213,394,451 WICHMAN ST S STE A,TENINO,5,34,Yes,Male,75.00%,Asian,Asian,Asian,88%,Minority Owned,88%,Asian
415486,6035989000010001,ALWAYS GREENER DOWNTOWN,20190321,394,15937 REDMOND WAY STE B,REDMOND,24,17,No,M,10.00%,Caucasian/Mixed,Multiracial,White,90%,Non-Minority Owned,90%,Non-Minority Owned
415486,6035989000010001,ALWAYS GREENER DOWNTOWN,20190321,394,15937 REDMOND WAY STE B,REDMOND,24,17,No,F,90.00%,Caucasian,White,White,90%,Non-Minority Owned,90%,Non-Minority Owned
415488,6033534440010001,ZIA RECREATIONAL,20191121,394,905 SIMPSON AVENUE,HOQUIAM,4,14,No,M,30.00%,White,White,White,70%,Non-Minority Owned,70%,Non-Minority Owned
415488,6033534440010001,ZIA RECREATIONAL,20191121,394,905 SIMPSON AVENUE,HOQUIAM,4,14,No,M,40.00%,White,White,White,70%,Non-Minority Owned,70%,Non-Minority Owned
415488,6033534440010001,ZIA RECREATIONAL,20191121,394,905 SIMPSON AVENUE,HOQUIAM,4,14,No,M,30.00%,Hispanic,Hispanic/Latina/Latino,White,70%,Non-Minority Owned,70%,Non-Minority Owned
415504,6033594940010001,BUD HUT,20191024,394,11603 HWY 99,EVERETT,0,31,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415507,6033594840010002,THE KUSHERY,20191125,394,5626 134TH PL SE STE B,EVERETT,0,31,No,M,100.00%,Hispanic-White,Multiracial,Multiracial,100%,Minority Owned,100%,Multiracial
415509,6033594910010001,LAST STOP POT SHOP,20191022,394,"41711 STATE ROUTE 2, #1",GOLD BAR,6,31,No,M,100.00%,Hispanic-White,Multiracial,Multiracial,100%,Minority Owned,100%,Multiracial
415513,6035088960010001,THE KUSHERY,20190323,394,19258 15TH AVE NE STE B,LAKE FOREST PARK,17,17,No,M,100.00%,Hispanic/White ,Multiracial,Multiracial,100%,Minority Owned,100%,Multiracial
415517,6033594830010003,THE KUSHERY,20191022,394,18026 STATE ROUTE 9 SE STE 2,SNOHOMISH,0,31,No,M,100.00%,Hispanic-White,Multiracial,Multiracial,100%,Minority Owned,100%,Multiracial
415523,6033591150010002,SWEET LEAF CANNABIS CO,20191030,394,100 OLD HILL RD,ABERDEEN,0,14,No,M,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415523,6033591150010002,SWEET LEAF CANNABIS CO,20191030,394,100 OLD HILL RD,ABERDEEN,0,14,No,M,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415523,6033591150010002,SWEET LEAF CANNABIS CO,20191030,394,100 OLD HILL RD,ABERDEEN,0,14,No,M,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415523,6033591150010002,SWEET LEAF CANNABIS CO,20191030,394,100 OLD HILL RD,ABERDEEN,0,14,No,M,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415523,6033591150010002,SWEET LEAF CANNABIS CO,20191030,394,100 OLD HILL RD,ABERDEEN,0,14,No,F,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415526,6033592380010001,420 HOLIDAY,20191214,394,2028 10TH AVE,LONGVIEW,4,8,No,M,100.00%,Middle Eastern,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415539,6033594670010003,GANJA VITA,20191206,394,23441 NE STATE ROUTE 3,BELFAIR,0,23,No,F,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415567,6033565140010002,CANNABIS 21,20191019,394,1000 E WISHKAH ST,ABERDEEN,1,14,No,F,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415567,6033565140010002,CANNABIS 21,20191019,394,1000 E WISHKAH ST,ABERDEEN,1,14,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415575,6033596150010001,CANNABLYSS,20191018,394,2705 HARTFORD DR STE A,LAKE STEVENS,9,31,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415634,6031036620010001,NW CHRONICLES,20190322,394,12402 134TH AVE KPN,GIG HARBOR,0,27,No,M,100.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
415641,6033593720010003,WALLA WALLA CANNABIS COMPANY,20191218,394,927 W MAIN ST,WALLA WALLA,4,36,No,F,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415645,6043223900010001,THE BACK PORCH,20190726,394,907 N WENATCHEE AVENUE STE B,WENATCHEE,5,4,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415652,6034779210010001,MARY JANE,20190112,394,13513 NE 126TH PL SUITE C,KIRKLAND,16,17,No,F,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
415658,6031887750010002,NIMBIN FARM,20190223,394,10859 1ST AVE S STE A,SEATTLE,0,17,No,M,50.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
415658,6031887750010002,NIMBIN FARM,20190223,394,10859 1ST AVE S STE A,SEATTLE,0,17,No,F,50.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
416102,6035539770010001,KUSHMART SOUTH EVERETT,20190824,394,13220 HWY 99 S,EVERETT,0,31,Yes,Male,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
416102,6035539770010001,KUSHMART SOUTH EVERETT,20190824,394,13220 HWY 99 S,EVERETT,0,31,Yes,Male,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
416540,6035644790010003,"GREEN LADY WESTSIDE, INC.",20191221,394,2405 HARRISON AVE NW STE 201,OLYMPIA,3,34,No,M,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
416540,6035644790010003,"GREEN LADY WESTSIDE, INC.",20191221,394,2405 HARRISON AVE NW STE 201,OLYMPIA,3,34,No,F,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
416540,6035644790010003,"GREEN LADY WESTSIDE, INC.",20191221,394,2405 HARRISON AVE NW STE 201,OLYMPIA,3,34,No,M,60.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
417114,6034054510010001,SATORI,20190406,394,1330 SE BISHOP BLVD,PULLMAN,12,38,No,M,10.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
417114,6034054510010001,SATORI,20190406,394,1330 SE BISHOP BLVD,PULLMAN,12,38,No,M,30.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
417114,6034054510010001,SATORI,20190406,394,1330 SE BISHOP BLVD,PULLMAN,12,38,No,M,60.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
417469,6031526790010003,TOP SHELF CANNABIS,20191112,394,4712 PACIFIC HWY,BELLINGHAM,0,37,No,M,100.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
417486,6034472620010002,TOKER FRIENDLY,20190809,394,1515 S LYONS RD  STE B,AIRWAY HEIGHTS,1,32,No,M,50.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
417486,6034472620010002,TOKER FRIENDLY,20190809,394,1515 S LYONS RD  STE B,AIRWAY HEIGHTS,1,32,No,,50.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
417486,6034472620010002,TOKER FRIENDLY,20190809,394,1515 S LYONS RD  STE B,AIRWAY HEIGHTS,1,32,Yes,Male,100.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
417643,6033220580010002,KALEAFA,20190524,394,33858 SR 20 STE 102,OAK HARBOR,3,15,No,M,33.33%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
417643,6033220580010002,KALEAFA,20190524,394,33858 SR 20 STE 102,OAK HARBOR,3,15,No,M,66.67%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
417646,6041385610010001,MARY JANE'S,20190525,394,2829 N MARKET ST,SPOKANE,10,32,No,M,100.00%,Hispanic,Hispanic/Latina/Latino,Hispanic/Latina/Latino,100%,Minority Owned,100%,Hispanic/Latina/Latino
417880,6033573230010003,LEGAL MARIJUANA SUPERSTORE,20191219,394,3610 BETHEL RD SE,PORT ORCHARD,2,18,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
417949,6041366620010002,MR. O.G.,20190712,394,9823 15TH AVE SW UNIT D1,SEATTLE,0,17,No,F,100.00%,Asian,Asian,Asian,100%,Minority Owned,100%,Asian
420123,6040821720010001,CANNABIS COAST,20191122,394,193161 HWY 101  STE 201,FORKS,1,5,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420123,6040821720010001,CANNABIS COAST,20191122,394,193161 HWY 101  STE 201,FORKS,1,5,No,F,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420291,6034437290010003,HERBAN LEGENDS,20190920,394,55 BELL ST STE 100,SEATTLE,26,17,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420292,6031478630010001,THE SOURCE,20191105,394,5300 17TH AVE NW STE A,SEATTLE,26,17,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420336,6040934440010001,STARBUDS LLC,20190327,394,11834 NE 90TH ST,KIRKLAND,16,17,Yes,Male,5.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420336,6040934440010001,STARBUDS LLC,20190327,394,11834 NE 90TH ST,KIRKLAND,16,17,Yes,Male,95.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420382,6031478630010002,WASHINGTON O G,20191105,394,5300 17TH AVE NW   STE B,SEATTLE,26,17,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420389,6033025530010006,THE JOINT,20190321,394,14325 1ST AVE S STE 101,BURIEN,34,17,No,M,5.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420389,6033025530010006,THE JOINT,20190321,394,14325 1ST AVE S STE 101,BURIEN,34,17,No,F,95.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420390,6033043440010001,ORCAS ISLAND CANNABIS,20190424,394,1533 MT BAKER RD,EASTSOUND,0,28,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420400,6033360940010003,MARIJUANA MART,20191002,394,530 7TH AVE STE D,LONGVIEW,4,8,No,M,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420400,6033360940010003,MARIJUANA MART,20191002,394,530 7TH AVE STE D,LONGVIEW,4,8,No,M,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420400,6033360940010003,MARIJUANA MART,20191002,394,530 7TH AVE STE D,LONGVIEW,4,8,No,M,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420400,6033360940010003,MARIJUANA MART,20191002,394,530 7TH AVE STE D,LONGVIEW,4,8,No,F,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420400,6033360940010003,MARIJUANA MART,20191002,394,530 7TH AVE STE D,LONGVIEW,4,8,No,M,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420416,6034157540010001,EMERALD COAST,20190706,394,939 N CALLOW AVE # 100-B,BREMERTON,1,18,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420416,6034157540010001,EMERALD COAST,20190706,394,939 N CALLOW AVE # 100-B,BREMERTON,1,18,No,F,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420477,6029455360010003,HERBAL LEGENDS CANNABIS,20190930,394,7217 212TH ST SW,EDMONDS,4,31,No,F,10.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420477,6029455360010003,HERBAL LEGENDS CANNABIS,20190930,394,7217 212TH ST SW,EDMONDS,4,31,No,F,10.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420477,6029455360010003,HERBAL LEGENDS CANNABIS,20190930,394,7217 212TH ST SW,EDMONDS,4,31,No,M,32.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420477,6029455360010003,HERBAL LEGENDS CANNABIS,20190930,394,7217 212TH ST SW,EDMONDS,4,31,No,M,48.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420478,6043887510010001,FLOYD'S,20190813,394,933 E JOHNS PRAIRIE RD,SHELTON,0,23,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420497,6035725900010001,LUCID CANNABIS COMPANY,20191127,394,11414 N. NEWPORT HWY,SPOKANE,0,32,No,M,25.00%,Caucasian,White,White,58%,Non-Minority Owned,58%,Non-Minority Owned
420497,6035725900010001,LUCID CANNABIS COMPANY,20191127,394,11414 N. NEWPORT HWY,SPOKANE,0,32,No,F,33.00%,White,White,White,58%,Non-Minority Owned,58%,Non-Minority Owned
420497,6035725900010001,LUCID CANNABIS COMPANY,20191127,394,11414 N. NEWPORT HWY,SPOKANE,0,32,No,M,37.00%,African American,Black or African American,White,58%,Non-Minority Owned,58%,Non-Minority Owned
420497,6035725900010001,LUCID CANNABIS COMPANY,20191127,394,11414 N. NEWPORT HWY,SPOKANE,0,32,No,M,5.00%,Multi Racial,Multiracial,White,58%,Non-Minority Owned,58%,Non-Minority Owned
420633,6033583120010006,THE GREENHOUSE GROUP LLC,20181110,394,355 RAINIER AVE N STE B,RENTON,25,17,No,M,100.00%,Asian/Indian ,Asian,Asian,100%,Minority Owned,100%,Asian
420645,6033594880010006,THE KUSHERY,20191022,394,27206 88TH AVE NW,STANWOOD,16,31,Yes,Male,100.00%,Hispanic/White ,Multiracial,Multiracial,100%,Minority Owned,100%,Multiracial
420661,6035688640010001,BUDEEZ,20191213,394,2111 E 11TH ST,BREMERTON,1,18,No,M,1.00%,White,White,Unknown,99%,Unknown,99%,Unknown
420661,6035688640010001,BUDEEZ,20191213,394,2111 E 11TH ST,BREMERTON,1,18,No,M,99.00%,NA,Unknown,Unknown,99%,Unknown,99%,Unknown
420666,6033595980010008,CANNA WEST SEATTLE,20191010,394,5440 CALIFORNIA AVE SW,SEATTLE,26,17,No,M,50.00%,White,White,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
420666,6033595980010008,CANNA WEST SEATTLE,20191010,394,5440 CALIFORNIA AVE SW,SEATTLE,26,17,No,F,50.00%,Minority,Unknown,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
420741,6033394100010004,LIVING WELL ENTERPRISES,20191101,394,17730 AMBAUM BLVD S UNIT E,BURIEN,34,17,No,M ,35.00%,African American,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
420741,6033394100010004,LIVING WELL ENTERPRISES,20191101,394,17730 AMBAUM BLVD S UNIT E,BURIEN,34,17,No, ,65.00%,Black,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
420764,6033581250010004,THE SAGE SHOP,20191106,394,1096 HWY 153,METHOW,0,24,Yes,Female,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420785,6042192770010001,GREEN TOKEN TACOMA CANNABIS,20181122,394,5917 N 26TH ST STE A,TACOMA,17,27,No,F,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420785,6042192770010001,GREEN TOKEN TACOMA CANNABIS,20181122,394,5917 N 26TH ST STE A,TACOMA,17,27,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420793,6033593680010005,VELA,20191231,394,11064 LAKE CITY WAY NE,SEATTLE,26,17,No,M,49.00%,White,White,Hispanic/Latina/Latino,51%,Minority Owned,51%,Hispanic/Latina/Latino
420793,6033593680010005,VELA,20191231,394,11064 LAKE CITY WAY NE,SEATTLE,26,17,No,M,51.00%,Hispanic,Hispanic/Latina/Latino,Hispanic/Latina/Latino,51%,Minority Owned,51%,Hispanic/Latina/Latino
420801,6035879910010002,THE JOINT,20190216,394,9574 OLD HWY 99 NORTH RD STE B,BURLINGTON,0,29,No,F,49.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420801,6035879910010002,THE JOINT,20190216,394,9574 OLD HWY 99 NORTH RD STE B,BURLINGTON,0,29,No,M,51.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420812,6022089500010004,CARIBOU CORNER CANNABIS,20190709,394,257 ENGH RD,OMAK,0,24,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420819,6044081350010001,LUX POT SHOP,20190712,394,4465 FREMONT AVE N,SEATTLE,26,17,Yes,Male,25.00%,Japanese,Asian,White,75%,Non-Minority Owned,75%,Non-Minority Owned
420819,6044081350010001,LUX POT SHOP,20190712,394,4465 FREMONT AVE N,SEATTLE,26,17,Yes,Male,12.99%,Caucasian,White,White,75%,Non-Minority Owned,75%,Non-Minority Owned
420819,6044081350010001,LUX POT SHOP,20190712,394,4465 FREMONT AVE N,SEATTLE,26,17,Yes,Male,20.67%,Caucasian,White,White,75%,Non-Minority Owned,75%,Non-Minority Owned
420819,6044081350010001,LUX POT SHOP,20190712,394,4465 FREMONT AVE N,SEATTLE,26,17,Yes,Male,20.67%,Caucasian,White,White,75%,Non-Minority Owned,75%,Non-Minority Owned
420819,6044081350010001,LUX POT SHOP,20190712,394,4465 FREMONT AVE N,SEATTLE,26,17,Yes,Male,20.67%,Caucasian,White,White,75%,Non-Minority Owned,75%,Non-Minority Owned
420889,6030644390010002,MARLEY 420,20191224,394,16204 SE 272ND ST  STE 1,COVINGTON,12,17,No,F,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420889,6030644390010002,MARLEY 420,20191224,394,16204 SE 272ND ST  STE 1,COVINGTON,12,17,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420894,6044313900010001,"HIGH TIDE COMPANIES, LLC",20191009,394,11325 HIGHWAY 99,EVERETT,0,31,Yes,Male,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420894,6044313900010001,"HIGH TIDE COMPANIES, LLC",20191009,394,11327 HIGHWAY 99,EVERETT,0,31,Yes,Male,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420895,6041488560010001,EUPHORIUM 420,20190529,394,17917 VASHON HWY SW,VASHON,0,17,No,M,1.00%,Black,Black or African American,White,99%,Non-Minority Owned,99%,Non-Minority Owned
