(first) scrape,ID#,straindescription,Cannabinoid,Genetics,Intoxication,Look,Medical,Smell Flavor,Wellness,Commoditization
184,4555,Snoops Dream by Clarity Farms --- 11.3%-15.3% THC 0.1% CBD An indica dominant hybrid with a strong head high and flavors of blueberry and pine.,1,1,0,0,0,1,0,0
215,7787,"Snoops Dream by Island Gro --- 21.3% THC 0.1% CBD Snoop Dogg is a hip-hop superstar who has quite a bit of fame in the cannabis community. Given his status, Snoops Dream is a strain that has a big name to live up to and this indica-dominant hybrid does not disappoint. Snoops Dream is a mix of Blue Dream and Master Kush, which are purportedly two of the rappers favorites. Looks-wise, these plants and flowers take after their Blue Dream parent with medium-sized dense buds covered in orange hairs. The taste is where the kush side of this strain shows itself. Sweet blueberry flavors are there with a pine aftertaste that takes over. This hybrid has a strong indica side for sure and may make doing any focused task difficult. Head effects can also be strong, making this a choice that beginners might want to work up to. Tests have shown samples of Snoops Dream have high THC levels ranging between 18 and 22%.",1,1,0,1,0,1,0,0
227,9144,"Snoops Dream by Pioneer --- 18.2% THC 0.1% CBD Warning: This product has intoxicating effects and may be habit forming. Marijuana can impair concentration, coordination, and judgment. Do not operate a vehicle or machinery under the influence of this drug. There maybe health risks associated with consumption of this products. Products may only be purchased or possessed by adults 21+. Keep out of reach of children",1,0,1,0,0,0,0,0
215,11314,Snoops Grapefruit Shatter ---  Total 87% Hybrid ,1,0,0,0,0,0,0,1
127,1208,"Snow Cap - 16% --- Another West Coast strain that has developed quite a legacy for itself, Snowcap is a potent sativa with a nice lemony scent with a hint of menthol. The effects are decidedly cerebral and should trigger creativity, happiness, and a case of the giggles. Believed to be a hybrid of Humbolt Snow and an unknown Haze, the poorly documented genetic history leaves some mystery surrounding Snowcap. One thing consumers will agree on is the all-around flavor and potency of this robust strain.",1,1,1,0,0,1,1,0
127,12435,"Snow Cap - 20% --- Another West Coast strain that has developed quite a legacy for itself, Snowcap is a potent sativa with a nice lemony scent with a hint of menthol. The effects are decidedly cerebral and should trigger creativity, happiness, and a case of the giggles. Believed to be a hybrid of Humbolt Snow and an unknown Haze",1,1,1,0,0,1,1,0
127,6261,"Snow Cap --- THC 64.0%
1/2 Gram Cartridge",1,0,0,0,0,0,0,1
245,10078,Snow Glue - DIAMONDS - (1.0g) - Dab Lab --- 72.1% THC 0.0% CBD 4.1% terpenes,1,0,0,0,0,1,0,1
154,7131,Snow Land --- 19.8% THC 0.0% CBD 5574,1,0,0,0,0,0,0,1
215,416,Snow Leopard (Deepwater Botanicals) --- | Total THC: 27.3% | CBD: 0% |,1,0,0,0,0,0,0,1
127,15140,"Snow Leopard --- Snow Leopard has a nice lemony scent with a hint of menthol and diesel. The effects are very relaxing and should trigger creativity, happiness, and a case of the giggles. Its parents are Tiger Melon and Snow Lotus. Sativa-Dominant Hybrid",0,1,1,0,0,1,1,0
184,1346,"Snow Leopard --- Snow Leopard is a deadly 4 way cross of Chem d, a landrace Uzbekistani hashplant, Afgooey, and Blockhead. Rich tropical perfume sweet abundant colas dripping in resin, with mango, citrus, and floral overtones, with deep woody undertones of sandalwood, oak moss, and palo santo on a bed of sublime decomposing chem funk. Heavy duty creeper effects that take down the animal in you, leaving you in a snow cloud of devastating tranquility.",0,1,0,1,0,1,0,0
184,4050,"Snow Leopard 1oz 24.2% by Weedbush --- a smooth slinky Indica known for it's ""creeper"" effect",1,0,0,0,0,0,0,0
127,467,"Snow Leopard Wax --- An Indica strain from our friends at SubX. Known for its ""creeper"" effect, good for deep thought.",0,0,0,0,0,0,1,0
245,11946,Snow Leopard Wax by Sunshine Co-op --- 58.3%-68.3% THC 0%-1.3% CBD,1,0,0,0,0,0,0,1
154,7474,Snow Leopard by Deepwater Botanicals --- 26.4%-26.8% THC 0.1%-0.5% CBD,1,0,0,0,0,0,0,1
184,12567,Snow Monster B by Forbidden Farms --- 19.4% THC 0.1% CBD THC 19.43    CBD 0.07,1,0,0,0,0,0,0,1
215,15130,"Snow White Live Resin by Dabstract --- 72.5% THC 0.5% CBD White Widow Phenotype, Hybrid",1,0,0,0,0,0,0,1
127,270,Snowcap by Rougue Raven --- 20.4% THC 0.1% CBD Snowcap Popcorn - 1g Package,1,0,0,0,0,0,0,1
215,2106,"Snowdizzle 20.0% by Double Delicious ---  A mix of two indica strains Pre-98 Bubba Kush and Snowdawg 2. Delicately sweet with undertones of espresso, citrus and strawberry. Its high produces a body buzz that transitions into a leisurely effect. Snowdizzle is best used at the end of your workday. ",0,1,1,0,0,1,0,0
154,5804,Snowdizzle Wax --- 78.4% THC 0.0% CBD Wax - Snowdizzle,1,0,0,0,0,0,0,1
101,13682,Snowland --- Snowland is a heavy indica that leaves users with an intense body high. You are sure to get the munchies and hang out on your couch all night.,0,0,1,0,0,0,0,0
245,9333,"Snowland by Mini Budz --- 27.2% THC 0.1% CBD A limited edition release from DNA Genetics, SnowLAnd is a cross of Snowcap and LA Confidential created in an attempt to tame the huge size of Snowcap while still producing large yields of potent, highly-resinous flowers. Most phenotypes are compact indica-like plants with extremely dense buds and flavors ranging from fruit to diesel to sandalwood. Reports indicate that SnowLAnd is very strong with a long lasting, balanced high.",1,1,1,1,0,1,0,0
242,7847,"Snowland by Mini Budz --- 33.3% THC 0.1% CBD A limited edition release from DNA Genetics, SnowLAnd is a cross of Snowcap and LA Confidential created in an attempt to tame the huge size of Snowcap while still producing large yields of potent, highly-resinous flowers. Most phenotypes are compact indica-like plants with extremely dense buds and flavors ranging from fruit to diesel to sandalwood. Reports indicate that SnowLAnd is very strong with a long lasting, balanced high.",1,1,1,1,0,1,0,0
184,13811,Sodalicious Live Resin (77.22%) --- SATIVA - Chipper Gardens! | Sativa! | 63% THC | 0.21% CBD-A | 5.12% CBG-A | 7.03% Terpenes | 77.22% Total Cannabinoids |,1,0,0,0,0,1,0,1
184,14770,"Solstice: Blue Dream --- Potency Analysis: THC: 24.3%, CBD: 0.4%, Total Cannabinoids: 27.7%
This hybrid offers an exciting sweet berry aroma and taste while the effects are more 
calm, pain relieving and gives a clear cerebral high.",1,0,1,0,1,1,1,0
154,5945,Somango Wax by Dabstract --- 63.5%-73.5% THC 0%-1.0% CBD,1,0,0,0,0,0,0,1
242,12012,Sonic OG Shatter by Green Rush --- 74.2%-78.2% THC 0.0% CBD,1,0,0,0,0,0,0,1
154,14430,"Sonic Screwdriver by Pioneer Farms --- 12.7% THC 0.0% CBD Another TGA seedbank strain, this active Sativa gives focus and clarity, and an excellent citrusy taste to top it off. Helps you manage your weebly-wobbly timey-wimey!",1,0,0,0,0,1,1,0
154,2677,"Sonlux: Cheddar Head Bubble Hash --- Sativa Bubble Hash. THC% 42.18, CBD% 0.12, Total% 44.18",1,0,0,0,0,0,0,1
154,13242,"Sonlux: Cheddar Wurst Bubble Hash --- Hybrid Bubble Hash. THC% 68.56, CBD% 0.2, Total% 70.28",1,0,0,0,0,0,0,1
154,2521,Sonlux: Purple OG #18 --- Potency Analysis THC 23.63% CBD 0.09% Total 24.96%,1,0,0,0,0,0,0,1
154,14065,"Sonlux: Purple OG #18 --- Potency Analysis: THC: 23.63%, CBD: 0.09%, TOTAL: 24.69%",1,0,0,0,0,0,0,1
154,7068,"Sonlux: Skywalker Kush --- Potency Analysis: THC: 27.82, CBD: 0.09%, TOTAL: 29.6%",1,0,0,0,0,0,0,1
227,10763,"Soul Assassin 1g CO2 Cartridge (ultra-refined) --- 79.3% THC 1.9% CBD Soul Assassin OG is an OG Kush variety bred by the Soul Assassins Crew, a collective of musicians and artists affiliated with the hip hop group Cypress Hill. While the genetics remain unclassified, there have been rumblings through the underground that Lemon Thai is the mistress responsible for influencing OG Kush into its Soul Assassin OG offspring. It is an indica-dominant hybrid that produces smooth, expansive smoke with and aroma of pungent diesel and citrus fumes. Soul Assassin OG evokes sleepy, knockout indica effects that help silence any pain, stress, or tension from a long a day. https://www.leafly.com/hybrid/soul-assassin-og",1,1,1,0,1,1,1,0
227,14683,"Soul Assassin 1g Ultra Refined Cartridge --- 89.1% THC 0.0% CBD Soul Assassin OG is an OG Kush variety bred by the Soul Assassins Crew, a collective of musicians and artists affiliated with the hip hop group Cypress Hill. While the genetics remain unclassified, there have been rumblings through the underground that Lemon Thai is the mistress responsible for influencing OG Kush into its Soul Assassin OG offspring. It is an indica-dominant hybrid that produces smooth, expansive smoke with and aroma of pungent diesel and citrus fumes. Soul Assassin OG evokes sleepy, knockout indica effects that help silence any pain, stress, or tension from a long a day.",1,1,0,0,1,1,1,0
242,9113,"Soul Assassin by Leaf Werx --- 19.7% THC 0.1% CBD Soul Assassin OG is an OG Kush variety bred by the Soul Assassins Crew, a collective of musicians and artists affiliated with the hip hop group Cypress Hill. While the genetics remain unclassified, there have been rumblings through the underground that Lemon Thai is the mistress responsible for influencing OG Kush into its Soul Assassin OG offspring. It is an indica-dominant hybrid that produces smooth, expansive smoke with and aroma of pungent diesel and citrus fumes. Soul Assassin OG evokes sleepy, knockout indica effects that help silence any pain, stress, or tension from a long a day. https://www.leafly.com/hybrid/soul-assassin-og",1,1,0,0,1,1,1,0
242,9906,Sour Alien Cartridges by Regulator Vape --- 70.8% THC 0.7% CBD Alien Kush ~ Sour Diesel,1,0,0,0,0,0,0,1
184,5768,Sour Amnesia by Equinox --- THC 19.92%,1,0,0,0,0,0,0,1
245,10186,Sour Apple Dub by SUBX --- 14.0%-24.0% THC 0%-2.0% CBD Sour Apple ~ Orange Sour Dub,1,1,0,0,0,0,0,0
242,12116,Sour Apple by High Tide --- Sour Diesel x Pineapple Express,0,1,0,0,0,0,0,0
184,6870,Sour Banana Sherbert --- 66.7% THC 0.6% CBD,1,0,0,0,0,0,0,1
242,8825,"Sour Banana Sherbert by Dream City --- 22.5% THC 0.1% CBD This powerful hybrid from Crockett Family Farms is the result of crossing AJs Sour Diesel with Banana Sherbet. A THC content between 18% and 24% means Sour Banana Sherbet is a heavy hitter, and it reportedly makes excellent concentrates. The terpene profile is a mix of sour fruit and diesel fuel flavors. While it is very easy to grow, it will stretch a great deal, so height management techniques must be employed when growing indoors.",1,1,0,0,0,1,0,0
245,10794,Sour Banana Sherbert by Treehawk Farms --- 20.2% THC 0.1% CBD AJ's Sour Diesel ~ Banana Sherbet,1,1,0,0,0,0,0,0
184,13708,Sour Banana Sherbet by Lifted --- 21.1% THC 0.2% CBD THC 21.09    CBD 0.16,1,0,0,0,0,0,0,1
242,9420,"Sour Banana Sherbet by NW Grown --- 17.2% THC This powerful hybrid from Crockett Family Farms is the result of crossing AJs Sour Diesel with Banana Sherbet. A THC content between 18% and 24% means Sour Banana Sherbet is a heavy hitter, and it reportedly makes excellent concentrates. The terpene profile is a mix of sour fruit and diesel fuel flavors. While it is very easy to grow, it will stretch a great deal, so height management techniques must be employed when growing indoors. (Leafly.com)",1,1,0,1,0,1,0,0
154,14180,"Sour Berry --- This is our top-shelf hybrid from Spokane Washington's Lilac City Gardens. Premium buds, delicious and beautiful with hues of purple- these nugs shine! ",0,0,0,1,0,1,0,0
242,10160,Sour Blue Glue by Phat Panda --- 21.0%-25.0% THC Got a game to watch but want to see every pitch or stand for the full 90? Grab this sweet dank.,1,0,0,0,0,0,1,0
154,14185,Sour Blueberry BHO (58.1% THC) by Kush Valley --- Hybrid // 1g of Hydrocarbon extract for $39 // Extracted by Kush Valley,1,0,0,0,0,0,0,1
227,8805,"Sour Bubba (Emerald Evolution) --- Sour Bubba blends two famous strains that are robust all on their own but, when unified, show unique flavors and effects that speak to their long, potent lineages. With forward-leaning mental stimulation brought on by Diesel and a high-end Kush oriented body aura brought on by Bubba, Sour Bubba relaxes while providing ample mental energy to enjoy stationary activities like board games, video games, and movies.",0,1,0,0,0,1,1,0
227,9473,"Sour Bubba Small Buds by Emerald Evolution --- 18.7% THC 0.1% CBD Sour Diesel x Bubba Kush, Indica",1,1,0,0,0,0,0,0
227,10114,"Sour Bubba Trim by Emerald Evolution --- 24.3% THC 0.2% CBD Sour Diesel x Bubba Kush, Indica",1,1,0,0,0,0,0,0
227,14955,"Sour Bubba by Emerald Evolution --- 19.6% THC 0.2% CBD Sour Diesel x Bubba Kush, Indica",1,1,0,0,0,0,0,0
245,9864,Sour Bubble Live Resin by Cloud 9 Farms --- 82.9% THC 0.2% CBD An Indica hybrid cross of BOG Bubble Sour Bubble Clone and a cross of BOG Bubble Sour Bubble Clone and BOG Bubble BX3,1,1,0,0,0,0,0,0
184,14339,"Sour Cherry Kush by Natural Mystic Farms --- 27.0%-31.0% THC 0%-1.0% CBD Strong, calming body buzz that puts an end to sleepless nights.",1,0,1,0,0,0,1,0
227,10357,"Sour Cookies Hash Rosin Rosin by Elevate Cannabis Co. --- 75.4% THC 0.0% CBD Girl Scout Cookies x Sour Diesel, Hybrid",1,1,0,0,0,0,0,0
227,10442,"Sour Cookies Ice Wax Wax by Elevate Cannabis Co. --- Girl Scout Cookies x Sour Diesel, Hybrid",0,1,0,0,0,0,0,0
227,9260,"Sour Cookies Live Resin (65.49%THC) by Weed Bunny --- Hybrid Concentrate // 1g of live resin BHO cannabis wax for $42 // Produced by North Gardens, processed by WeedBunny.",1,0,0,0,0,0,0,1
242,14041,"Sour Cookies Terp Sauce Wax by Elevate --- 55.0% THC 0.0% CBD Girl Scout Cookies x Sour Diesel, Sativa Hybrid",1,1,0,0,0,0,0,0
227,10482,Sour Cookies Wax - 1g - Dab Dudes --- Sour Cookies Wax - 1g - Dab Dudes,0,0,0,0,0,0,0,0
215,10817,Sour Cookies Wax by Terpco --- 62.5%-72.5% THC 0%-1.0% CBD,1,0,0,0,0,0,0,1
227,9506,"Sour Cookies by Elevate Cannabis Co. --- 25.9% THC 0.1% CBD Girl Scout Cookies x Sour Diesel, Hybrid",1,1,0,0,0,0,0,0
245,11985,Sour Cookies by Walden --- 21.8% THC 21.8% Total,1,0,0,0,0,0,0,1
242,14948,Sour Cyclone - WAX - (1.0g) - Vivid --- 29.2% THC 2.7% CBD,1,0,0,0,0,0,0,1
242,11116,Sour Cyclone by Rochester Farms --- 3.2%-7.2% THC 11.4% CBD,1,0,0,0,0,0,0,1
242,14963,"Sour D by Buddha --- 23.7% THC 0.6% CBD Chemdawg 91 x Super Skunk, Sativa",1,1,0,0,0,0,0,0
245,8628,Sour D x Gummo by American Hash Makers --- 54.3% THC KP Sour D x Gummo 1g,1,1,0,0,0,0,0,0
245,9873,Sour Daddy Tankers by Dablicator --- 66.8%-86.8% THC 0%-5.8% CBD Super Sour Diesel ~ Ken's GDP,1,0,0,0,0,0,0,1
127,14071,"Sour Diesel (DAMA) --- 
Sour Diesel, sometimes called Sour D, is an invigorating sativa named after its pungent, diesel-like aroma. This fast-acting strain delivers energizing, dreamy cerebral effects that have pushed Sour Diesel to its legendary status. Stress, pain, and depression fade away in long-lasting relief that makes Sour Diesel a top choice among medical patients. This strain took root in the early 90's with cannabis breeder Chem Dog, and it is believed to have descended from Chemdawg, Northern Lights, and a Skunk phenotype.",0,1,0,0,1,1,1,0
154,5083,Sour Diesel (Fruit of the Root) --- |Total: 19.40%| CBD: 0.0%|,1,0,0,0,0,0,0,1
127,2808,Sour Diesel - Creekside Cannabis --- A 23.4% THC Hybrid from Creekside Cannabis,1,0,0,0,0,0,0,1
127,6764,Sour Diesel - Doc Croc --- Potency Analysis: TOTAL: 82.0%,1,0,0,0,0,0,0,1
215,9470,Sour Diesel - From the Soil --- This sativa strain is testing at 27.4% THC,1,0,0,0,0,0,0,1
127,14973,Sour Diesel - North Coast Growers --- Also available in 2g for 27. A 24.4% THC Hybrid from North Coast Growers,1,0,0,0,0,0,0,1
127,13585,Sour Diesel - Northwest Grown Products --- A 21.9% THC Sativa from Northwest Grown Products,1,0,0,0,0,0,0,1
215,10609,"Sour Diesel ---  This iconic sativa is a cross between Chemdawg 91 and Super Skunk. The energy and cerebral activity associated with Sour Diesel is classicwhere happiness dominates and anxiety often fades. You can smell this strain coming a mile away, with an uncanny and pungent resemblance to diesel that is unmistakable.   Genetics: Chemdawg 91, Super Skunk   Effects: Energy, cerebral activity, happiness   Aroma and Palate: Well . . . diesel. What else would you expect? ",0,1,0,0,1,1,1,0
154,6438,Sour Diesel --- 24.8% THC 0.2% CBD Buddy Boy Farms ,1,0,0,0,0,0,0,1
154,5606,Sour Diesel --- 74% THC C02 wax from Ionic,1,0,0,0,0,0,0,1
127,6923,Sour Diesel --- Forbidden Farms 15.8%THC. 0.1%CBD,1,0,0,0,0,0,0,1
154,1060,Sour Diesel / Dabstract --- Sugar / Nug Run / Total Cannabinoids 76.7%,1,0,0,0,0,0,0,1
227,9408,"Sour Diesel / Freddy's Fuego --- ""Sour Diesel, sometimes called Sour D, is an invigorating sativa-dominant strain named after its pungent, diesel-like aroma. This fast-acting strain delivers energizing, dreamy cerebral effects that have pushed Sour Diesel to its legendary status. Stress, pain, and depression fade away in long-lasting relief that makes Sour Diesel a top choice among medical patients. This strain took root in the early 90's, and it is believed to have descended from Chemdawg 91 and Super Skunk."" https://www.leafly.com/sativa/sour-diesel",0,1,1,0,1,1,1,0
242,8684,"Sour Diesel / Virginia Co. --- ""Sour Diesel, sometimes called Sour D, is an invigorating sativa-dominant strainnamed after itspungent,diesel-like aroma. This fast-acting strain deliversenergizing, dreamy cerebral effects that have pushed Sour Diesel to its legendary status.Stress,pain, anddepressionfade away in long-lasting relief that makes Sour Diesel a top choice among medical patients. This straintook root in the early 90's, and it is believed to have descended fromChemdawg 91 andSuper Skunk."" https://www.leafly.com/sativa/sour-diesel",0,1,1,0,1,1,1,0
101,4547,"Sour Diesel 21.8% THC --- Sour Diesel, sometimes called Sour D, is an invigorating sativa named after its pungent, diesel-like aroma. This fast-acting strain delivers energizing, dreamy cerebral effects that have pushed Sour Diesel to its legendary status. Stress, pain, and depression fade away in long-lasting relief that makes Sour Diesel a top choice. Available in 7 grams for $85 or 14 grams for $145 out the door!!",1,0,0,0,1,1,1,0
215,14917,"Sour Diesel 27.6% by Double Delicious ---   Sour Diesel, sometimes called Sour D, is an invigorating sativa-dominant strainnamed after itspungent,diesel-like aroma. This fast-acting strain deliversenergizing, dreamy cerebral effects that have pushed Sour Diesel to its legendary status. ",1,0,1,0,0,1,0,0
245,10138,"Sour Diesel Cartridge 1g --- 95.0% THC 3.0% CBD A sativa dominant hybrid strain with a 90:10 sativa/indica ratio. Some say it's a cross between mass super skunk and 91 Chemdog, while others claim that it's a cross between Mexican sativa and a Chemdog phenotype. An invigorating cerebral high that open up doors of creativity. Treats anxiety, migraines, ADD/ADHD, depression, and chronic fatigue. This strain has one of the most pungent aromas of any strain, similar to Diesel Gas with a hint of lemon. An earthy pine and sour lemon scent with woody undertones.",1,1,1,0,1,1,1,0
245,8405,"Sour Diesel Cartridges by Airo Pro - Strain --- 73.6% THC 3.3% CBD Chemdawg 91 ~ Super Skunk: Sour Diesel is fast-acting strain that delivers energizing, yet hazy, cerebral effects that have elevated it's name to one of the most popular strains known. While thought to be a racy sativa, Sour Diesel's effects tend to lead to associative thinking and might provoke a bit of creative inspiration. Users also praise this strain for the relief from mild aches and pains.",1,1,1,0,1,0,1,0
245,10109,Sour Diesel Cartridges by AiroPro --- 83.1% THC 3.1% CBD 83.11% Total | 3.1% CBD,1,0,0,0,0,0,0,1
242,7918,"Sour Diesel Distillate Applicator Distillate by Crystal Clear --- 88.4% THC 0.3% CBD Blue Dream Distillate, Hybrid, Terpenes added",1,0,0,0,0,0,0,1
227,10473,"Sour Diesel Distillate Distillate by Dope --- 80.9% THC 4.2% CBD Chemdawg 91 x Super Skunk, Sativa Hybrid",1,1,0,0,0,0,0,0
215,2352,"Sour Diesel Distillate by Dope --- 80.9% THC 4.2% CBD 91' Chemdawg x Super Skunk, Sativa",1,1,0,0,0,0,0,0
154,4585,"Sour Diesel Rosin by Seattle Pure Extracts --- 69.2%-73.2% THC 0.3% CBD SPE Sour Diesel Rosin (1g) - 70.97% THC, 0.25% CBD",1,0,0,0,0,0,0,1
154,6820,Sour Diesel Shatter by Cascadia Gardens --- 65.6% THC 0.0% CBD ,1,0,0,0,0,0,0,1
154,13440,Sour Diesel Shatter by Cascadia Gardens --- 77.1% THC 0.0% CBD Kola-run Sour Diesel extract.,1,0,0,0,0,0,0,1
227,8165,Sour Diesel Vape Cart - Phat Panda --- Sativa dominant terp infused vapor cartridge.,0,0,0,0,0,1,0,0
154,12635,Sour Diesel by American Hash Makers --- 29.8% THC 0.6% CBD KPE Sour Diesel Gold Hash Bar 1g,1,0,0,0,0,0,0,1
184,15125,Sour Diesel by Artizen --- 22.3% THC 0.1% CBD THC 22.29    CBD 0.05,1,0,0,0,0,0,0,1
184,13188,"Sour Diesel by Artizen --- 27.4%-31.4% THC 0.0% CBD Named for its pungent, diesel-like aroma. Has an invigorating high.",1,0,1,0,0,1,1,0
127,1622,Sour Diesel by Billy Goat Inc --- 73.0% THC 0.1% CBD Sour Diesel BHO 1g,1,0,0,0,0,0,0,1
215,9764,Sour Diesel by Boggy Boon --- 25.8% THC 1.7% CBD SH Sour Diesel 7g,1,0,0,0,0,0,0,1
242,11251,Sour Diesel by Buddy Boy Farm --- 23.6% THC 0.0% CBD 21.5% Total,1,0,0,0,0,0,0,1
227,14805,Sour Diesel by C&D Farms --- 19.0% THC 0.1% CBD A legendary Sativa known for its powerful cerebral high and no couch lock.,1,0,1,0,0,0,0,0
154,5853,Sour Diesel by Coastal Cannabis --- 21.4%-25.4% THC 0%-0.7% CBD,1,0,0,0,0,0,0,1
215,7912,Sour Diesel by Crystal Clear --- 87.3% THC 4.0% CBD NWCS Syringe - Sour Diesel - 0.5 gram,1,0,0,0,0,0,0,1
215,13397,"Sour Diesel by Dama --- 20.2% THC 0.3% CBD Chemdawg 91 X Super Skunk, Hybrid",1,1,0,0,0,0,0,0
245,9193,Sour Diesel by Dope Premium Brands --- 83.8% THC 0.3% CBD SALE ITEM! Was $42 - NOW $25,1,1,0,0,0,0,0,0
227,8517,Sour Diesel by Driftboat --- 29.5% THC 0.3% CBD **Sour Diesel 14g PrePack** - 14.00 grams,1,0,0,0,0,0,0,1
242,8532,"Sour Diesel by El Ella --- 27.1% THC 0.0% CBD Chemdawg 91 x Super Skunk, Sativa",1,1,0,0,0,0,0,0
184,2407,"Sour Diesel by Ember ---  Sativa Hybrid named for the pungent aroma of fuel, this staple strain of the recent cannabis era produces a profound mental high that can range from energetic to dumbfounding. Genetics are uncertain, though its believed to come from popular strains of the early 90s.",0,1,1,0,0,1,0,0
154,13649,"Sour Diesel by Ember --- 17.9% THC 0.1% CBD  Sativa Hybrid named for the pungent aroma of fuel, this staple strain of the recent cannabis era produces a profound mental high that can range from energetic to dumbfounding. Genetics are uncertain, though its believed to come from popular strains of the early 90s.",1,0,1,0,0,1,1,0
242,8779,"Sour Diesel by Happy Valley --- 15.8% THC 0.2% CBDWarning: This product has intoxicating effects and may be habit forming. Marijuana can impair concentration, coordination, and judgment. Do not operate a vehicle or machinery under the influence of this drug. There maybe health risks associated with consumption of this products. Products may only be purchased or possessed by adults 21+. Keep out of reach of children",1,0,1,0,0,0,0,0
227,8520,Sour Diesel by Kush Valley --- 20.6% THC 0.0% CBD Sour Diesel 28g mini buds,1,0,0,0,0,0,0,1
154,14575,Sour Diesel by Optimum Extracts --- 83.5% THC 2.7% CBD OE Sour Diesel .5g Cartridge,1,0,0,0,0,0,0,1
184,892,"Sour Diesel by The Local --- Sometimes called Sour D, is an invigorating sativa named after its pungent, diesel-like aroma. This fast-acting strain delivers energizing, dreamy cerebral effects that have pushed Sour Diesel to its legendary status. Stress, pain, and depression fade away in long-lasting relief. 18.11%",1,0,1,0,1,1,1,0
215,11767,Sour Diesel by Triple Crown --- 14.8%-18.8% THC 0%-2.2% CBD,1,0,0,0,0,0,0,1
215,10342,"Sour Diesel by Virginia Company --- 23.7% THC 0.0% CBD Sour Diesel, otherwise known as ""Sour D"" or ""Sour Deez"" is a sativa dominant hybrid strain with a 90:10 sativa/indica ratio. The origin of Sour Diesel is frequently debated within the marijuana community. Some say it's a cross between mass super skunk and 91 Chemdog, while others claim that it's a cross between Mexican sativa and a Chemdog phenotype. Either way, you can undoubtedly look forward to a high like no other. Couch lock and a ""heavy feeling"" aren't a factor when smoking sour diesel. Instead, you can expect an invigorating cerebral high that open up doors of creativity. Although sour diesel consists of some indicia, it's not the best strain for sleeping because of the stimulating and lively head high that it delivers. Due to the effervescent contained within this strain, many people choose to smoke sour diesel at the beginning of their day for a head start. The potency of this strain is just enough to give you a great high and become your daily toke. The word ""diesel"" in sour diesel didn't come out of absolutely nowhere. This strain has one of the most pungent aromas of any strain, similar to Diesel Gas with a hint of lemon. You can expect a smooth toke with a slight lemon aftertaste. The appearance of sour diesel is composed of dense light green mug covered in orange hairs.",1,1,0,1,0,1,1,0
227,9095,"Sour Diesel by Virginia Company --- 27.4% THC 0.0% CBD Sour Diesel, otherwise known as ""Sour D"" or ""Sour Deez"" is a sativa dominant hybrid strain with a 90:10 sativa/indica ratio. The origin of Sour Diesel is frequently debated within the marijuana community. Some say it's a cross between mass super skunk and 91 Chemdog, while others claim that it's a cross between Mexican sativa and a Chemdog phenotype. Either way, you can undoubtedly look forward to a high like no other. Couch lock and a ""heavy feeling"" aren't a factor when smoking sour diesel. Instead, you can expect an invigorating cerebral high that open up doors of creativity. Although sour diesel consists of some indicia, it's not the best strain for sleeping because of the stimulating and lively head high that it delivers. Due to the effervescent contained within this strain, many people choose to smoke sour diesel at the beginning of their day for a head start. The potency of this strain is just enough to give you a great high and become your daily toke. The word ""diesel"" in sour diesel didn't come out of absolutely nowhere. This strain has one of the most pungent aromas of any strain, similar to Diesel Gas with a hint of lemon. You can expect a smooth toke with a slight lemon aftertaste. The appearance of sour diesel is composed of dense light green mug covered in orange hairs.",1,1,1,1,0,1,1,0
215,8711,Sour Ghani - Oleum --- Full gram of top shelf hydrocarbon extracted oil from Oleum. Balanced hybrid testing at 82%,1,0,0,0,0,0,0,1
227,13399,Sour Glue Pull & Snap Wax by Elevate Cannabis Co. --- 69.6% THC 0.2% CBD Sour Cookies x Gorilla Glue #4; Hybrid,1,1,0,0,0,0,0,0
154,4687,"Sour Grape / Leaph --- A pungent cross between Sour Diesel and Granddaddy Purple, Sour Grape has a very sour, fuel-like scent with fruity aftertones. Introspective and relaxing, this strain is great for winding down with a cup of tea or a low-key evening with friends. Sour Grape walks the fine line between energizing and calming, relaxing the muscles while avoiding the strong sedative effects found in pure indicas. This strain works well for consumers suffering from stress and muscle tension. Its different from the craft strain Sour Grapes, so remember to ask your budtender which one they carry.",0,1,0,0,1,1,1,0
227,8742,"Sour Grapes by Artizen --- 22.0% THC 0.1% CBD Sour Diesel x Granddaddy Purple, Hybrid",1,1,0,0,0,0,0,0
184,14341,"Sour Green Hail BHO by ECC --- 1g BHO sugar wax by ECC, 62% THC~ 5% Terp.",1,0,0,0,0,1,0,0
227,11175,Sour Haze --- 32.9% Total Cannbanoids *Percentages vary by lot*,1,0,0,0,0,0,0,1
242,10727,Sour Headband Terp Wax - 1g (Seattle's Private Reserve) --- 93.6% THC 0.0% CBD,1,0,0,0,0,0,0,1
245,9634,Sour Headband by Seattle's Private Reserve --- 20.3% THC 1.1% CBD A Sativa hybrid cross of Sour Diesel and Headband,1,1,0,0,0,0,0,0
154,3466,Sour Kush  Shatter by Downtown Cannabis Company --- 68.7% THC 0.1% CBD 1610,1,0,0,0,0,0,0,1
154,15059,"Sour Kush - 23% --- Sour Kush is slightly sativa-dominant, igniting a giggly and euphoric feeling. The indica effects, however, present themselves a few minutes after consumption. This strain is extremely pungent, so its best stored in tightly sealed containers.",1,0,1,0,0,0,0,0
245,8882,Sour Kush Wax by Dabstract --- 63.8% THC 0.5% CBD An Indica hybrid cross of Sour Diesel and OG Kush,1,1,0,0,0,0,0,0
